#    L    TT             EE             BB             TE             PP             TP             EP          
  3699   0.472964E+01   0.134215E+00   0.000000E+00  -0.214395E+00   0.795839E-09   0.679884E-07  -0.742336E-09
  3700   0.471605E+01   0.133822E+00   0.000000E+00  -0.212208E+00   0.795490E-09   0.727081E-07  -0.754577E-09
  3701   0.470245E+01   0.133441E+00   0.000000E+00  -0.210045E+00   0.795142E-09   0.807562E-07  -0.762571E-09
  3702   0.468878E+01   0.133072E+00   0.000000E+00  -0.207903E+00   0.794793E-09   0.837349E-07  -0.771496E-09
  3703   0.467509E+01   0.132716E+00   0.000000E+00  -0.205787E+00   0.794445E-09   0.790241E-07  -0.783338E-09
  3704   0.466134E+01   0.132370E+00   0.000000E+00  -0.203693E+00   0.794098E-09   0.724861E-07  -0.790429E-09
  3705   0.464757E+01   0.132038E+00   0.000000E+00  -0.201625E+00   0.793751E-09   0.709006E-07  -0.799256E-09
  3706   0.463374E+01   0.131716E+00   0.000000E+00  -0.199580E+00   0.793404E-09   0.735100E-07  -0.810540E-09
  3707   0.461990E+01   0.131407E+00   0.000000E+00  -0.197563E+00   0.793057E-09   0.737744E-07  -0.816771E-09
  3708   0.460600E+01   0.131108E+00   0.000000E+00  -0.195570E+00   0.792711E-09   0.690830E-07  -0.825299E-09
  3709   0.459210E+01   0.130822E+00   0.000000E+00  -0.193605E+00   0.792365E-09   0.651030E-07  -0.835666E-09
  3710   0.457815E+01   0.130546E+00   0.000000E+00  -0.191665E+00   0.792019E-09   0.685743E-07  -0.841232E-09
  3711   0.456419E+01   0.130282E+00   0.000000E+00  -0.189754E+00   0.791673E-09   0.776758E-07  -0.849553E-09
  3712   0.455019E+01   0.130029E+00   0.000000E+00  -0.187869E+00   0.791328E-09   0.829685E-07  -0.858587E-09
  3713   0.453618E+01   0.129786E+00   0.000000E+00  -0.186013E+00   0.790982E-09   0.790545E-07  -0.864124E-09
  3714   0.452213E+01   0.129554E+00   0.000000E+00  -0.184185E+00   0.790637E-09   0.718659E-07  -0.872110E-09
  3715   0.450809E+01   0.129334E+00   0.000000E+00  -0.182386E+00   0.790292E-09   0.711778E-07  -0.879946E-09
  3716   0.449401E+01   0.129123E+00   0.000000E+00  -0.180616E+00   0.789947E-09   0.778001E-07  -0.885451E-09
  3717   0.447993E+01   0.128923E+00   0.000000E+00  -0.178875E+00   0.789603E-09   0.823501E-07  -0.893250E-09
  3718   0.446582E+01   0.128732E+00   0.000000E+00  -0.177164E+00   0.789259E-09   0.777171E-07  -0.899963E-09
  3719   0.445172E+01   0.128552E+00   0.000000E+00  -0.175483E+00   0.788915E-09   0.690593E-07  -0.905424E-09
  3720   0.443760E+01   0.128382E+00   0.000000E+00  -0.173832E+00   0.788572E-09   0.674304E-07  -0.912872E-09
  3721   0.442348E+01   0.128221E+00   0.000000E+00  -0.172212E+00   0.788228E-09   0.750975E-07  -0.918784E-09
  3722   0.440935E+01   0.128070E+00   0.000000E+00  -0.170622E+00   0.787885E-09   0.824290E-07  -0.924183E-09
  3723   0.439523E+01   0.127929E+00   0.000000E+00  -0.169064E+00   0.787542E-09   0.805760E-07  -0.931364E-09
  3724   0.438109E+01   0.127796E+00   0.000000E+00  -0.167537E+00   0.787199E-09   0.729291E-07  -0.936357E-09
  3725   0.436698E+01   0.127673E+00   0.000000E+00  -0.166042E+00   0.786857E-09   0.699886E-07  -0.941697E-09
  3726   0.435285E+01   0.127559E+00   0.000000E+00  -0.164578E+00   0.786514E-09   0.746413E-07  -0.948463E-09
  3727   0.433874E+01   0.127453E+00   0.000000E+00  -0.163146E+00   0.786172E-09   0.784188E-07  -0.952967E-09
  3728   0.432463E+01   0.127356E+00   0.000000E+00  -0.161746E+00   0.785830E-09   0.740381E-07  -0.958069E-09
  3729   0.431054E+01   0.127267E+00   0.000000E+00  -0.160379E+00   0.785488E-09   0.663063E-07  -0.964379E-09
  3730   0.429645E+01   0.127187E+00   0.000000E+00  -0.159043E+00   0.785147E-09   0.659256E-07  -0.968344E-09
  3731   0.428239E+01   0.127114E+00   0.000000E+00  -0.157741E+00   0.784807E-09   0.745713E-07  -0.973320E-09
  3732   0.426833E+01   0.127050E+00   0.000000E+00  -0.156471E+00   0.784466E-09   0.818924E-07  -0.979031E-09
  3733   0.425430E+01   0.126993E+00   0.000000E+00  -0.155234E+00   0.784126E-09   0.792571E-07  -0.982520E-09
  3734   0.424028E+01   0.126944E+00   0.000000E+00  -0.154029E+00   0.783786E-09   0.713977E-07  -0.986990E-09
  3735   0.422630E+01   0.126902E+00   0.000000E+00  -0.152858E+00   0.783446E-09   0.695604E-07  -0.991805E-09
  3736   0.421232E+01   0.126867E+00   0.000000E+00  -0.151719E+00   0.783106E-09   0.759392E-07  -0.994985E-09
  3737   0.419839E+01   0.126839E+00   0.000000E+00  -0.150614E+00   0.782766E-09   0.810776E-07  -0.999095E-09
  3738   0.418447E+01   0.126818E+00   0.000000E+00  -0.149541E+00   0.782427E-09   0.776351E-07  -0.100302E-08
  3739   0.417060E+01   0.126803E+00   0.000000E+00  -0.148502E+00   0.782088E-09   0.712467E-07  -0.100604E-08
  3740   0.415675E+01   0.126795E+00   0.000000E+00  -0.147496E+00   0.781749E-09   0.727595E-07  -0.100968E-08
  3741   0.414294E+01   0.126793E+00   0.000000E+00  -0.146523E+00   0.781410E-09   0.822944E-07  -0.101308E-08
  3742   0.412916E+01   0.126797E+00   0.000000E+00  -0.145583E+00   0.781071E-09   0.878492E-07  -0.101595E-08
  3743   0.411542E+01   0.126807E+00   0.000000E+00  -0.144676E+00   0.780733E-09   0.809988E-07  -0.101926E-08
  3744   0.410171E+01   0.126823E+00   0.000000E+00  -0.143802E+00   0.780395E-09   0.685298E-07  -0.102197E-08
  3745   0.408806E+01   0.126844E+00   0.000000E+00  -0.142961E+00   0.780057E-09   0.641685E-07  -0.102463E-08
  3746   0.407444E+01   0.126870E+00   0.000000E+00  -0.142153E+00   0.779719E-09   0.710986E-07  -0.102740E-08
  3747   0.406088E+01   0.126902E+00   0.000000E+00  -0.141378E+00   0.779382E-09   0.785004E-07  -0.102968E-08
  3748   0.404735E+01   0.126938E+00   0.000000E+00  -0.140635E+00   0.779045E-09   0.764291E-07  -0.103182E-08
  3749   0.403388E+01   0.126979E+00   0.000000E+00  -0.139926E+00   0.778708E-09   0.686251E-07  -0.103394E-08
  3750   0.402045E+01   0.127025E+00   0.000000E+00  -0.139249E+00   0.778371E-09   0.666426E-07  -0.103562E-08
  3751   0.400709E+01   0.127075E+00   0.000000E+00  -0.138604E+00   0.778035E-09   0.741288E-07  -0.103742E-08
  3752   0.399377E+01   0.127128E+00   0.000000E+00  -0.137992E+00   0.777698E-09   0.822109E-07  -0.103878E-08
  3753   0.398051E+01   0.127187E+00   0.000000E+00  -0.137412E+00   0.777362E-09   0.814384E-07  -0.104011E-08
  3754   0.396730E+01   0.127248E+00   0.000000E+00  -0.136864E+00   0.777027E-09   0.737301E-07  -0.104124E-08
  3755   0.395416E+01   0.127313E+00   0.000000E+00  -0.136348E+00   0.776692E-09   0.688041E-07  -0.104197E-08
  3756   0.394108E+01   0.127382E+00   0.000000E+00  -0.135864E+00   0.776357E-09   0.713322E-07  -0.104307E-08
  3757   0.392805E+01   0.127454E+00   0.000000E+00  -0.135412E+00   0.776022E-09   0.762390E-07  -0.104364E-08
  3758   0.391510E+01   0.127529E+00   0.000000E+00  -0.134990E+00   0.775687E-09   0.768660E-07  -0.104384E-08
  3759   0.390219E+01   0.127606E+00   0.000000E+00  -0.134600E+00   0.775353E-09   0.723867E-07  -0.104441E-08
  3760   0.388937E+01   0.127686E+00   0.000000E+00  -0.134241E+00   0.775019E-09   0.716257E-07  -0.104459E-08
  3761   0.387659E+01   0.127768E+00   0.000000E+00  -0.133912E+00   0.774686E-09   0.773745E-07  -0.104417E-08
  3762   0.386391E+01   0.127853E+00   0.000000E+00  -0.133614E+00   0.774352E-09   0.831752E-07  -0.104468E-08
  3763   0.385127E+01   0.127940E+00   0.000000E+00  -0.133345E+00   0.774019E-09   0.824908E-07  -0.104411E-08
  3764   0.383873E+01   0.128029E+00   0.000000E+00  -0.133107E+00   0.773686E-09   0.768834E-07  -0.104347E-08
  3765   0.382624E+01   0.128119E+00   0.000000E+00  -0.132898E+00   0.773353E-09   0.731487E-07  -0.104334E-08
  3766   0.381384E+01   0.128211E+00   0.000000E+00  -0.132719E+00   0.773020E-09   0.741284E-07  -0.104246E-08
  3767   0.380150E+01   0.128303E+00   0.000000E+00  -0.132568E+00   0.772687E-09   0.756849E-07  -0.104146E-08
  3768   0.378925E+01   0.128398E+00   0.000000E+00  -0.132447E+00   0.772355E-09   0.735216E-07  -0.104122E-08
  3769   0.377706E+01   0.128493E+00   0.000000E+00  -0.132353E+00   0.772022E-09   0.696257E-07  -0.103951E-08
  3770   0.376497E+01   0.128589E+00   0.000000E+00  -0.132288E+00   0.771690E-09   0.694913E-07  -0.103866E-08
  3771   0.375294E+01   0.128685E+00   0.000000E+00  -0.132250E+00   0.771358E-09   0.741725E-07  -0.103791E-08
  3772   0.374101E+01   0.128782E+00   0.000000E+00  -0.132240E+00   0.771027E-09   0.781584E-07  -0.103588E-08
  3773   0.372914E+01   0.128879E+00   0.000000E+00  -0.132256E+00   0.770695E-09   0.762509E-07  -0.103479E-08
  3774   0.371737E+01   0.128977E+00   0.000000E+00  -0.132300E+00   0.770364E-09   0.707989E-07  -0.103374E-08
  3775   0.370567E+01   0.129073E+00   0.000000E+00  -0.132369E+00   0.770033E-09   0.692942E-07  -0.103084E-08
  3776   0.369407E+01   0.129171E+00   0.000000E+00  -0.132465E+00   0.769703E-09   0.750047E-07  -0.102988E-08
  3777   0.368254E+01   0.129267E+00   0.000000E+00  -0.132586E+00   0.769372E-09   0.822481E-07  -0.102806E-08
  3778   0.367111E+01   0.129363E+00   0.000000E+00  -0.132732E+00   0.769043E-09   0.826462E-07  -0.102475E-08
  3779   0.365975E+01   0.129457E+00   0.000000E+00  -0.132902E+00   0.768713E-09   0.753624E-07  -0.102349E-08
  3780   0.364850E+01   0.129552E+00   0.000000E+00  -0.133097E+00   0.768384E-09   0.689434E-07  -0.102128E-08
  3781   0.363732E+01   0.129644E+00   0.000000E+00  -0.133316E+00   0.768055E-09   0.715104E-07  -0.101721E-08
  3782   0.362624E+01   0.129736E+00   0.000000E+00  -0.133558E+00   0.767726E-09   0.807876E-07  -0.101637E-08
  3783   0.361524E+01   0.129826E+00   0.000000E+00  -0.133823E+00   0.767397E-09   0.861657E-07  -0.101343E-08
  3784   0.360434E+01   0.129915E+00   0.000000E+00  -0.134110E+00   0.767068E-09   0.810448E-07  -0.100951E-08
  3785   0.359352E+01   0.130002E+00   0.000000E+00  -0.134420E+00   0.766740E-09   0.711082E-07  -0.100803E-08
  3786   0.358281E+01   0.130087E+00   0.000000E+00  -0.134751E+00   0.766412E-09   0.680764E-07  -0.100477E-08
  3787   0.357217E+01   0.130169E+00   0.000000E+00  -0.135103E+00   0.766084E-09   0.755540E-07  -0.100074E-08
  3788   0.356165E+01   0.130251E+00   0.000000E+00  -0.135476E+00   0.765756E-09   0.843137E-07  -0.999039E-09
  3789   0.355119E+01   0.130328E+00   0.000000E+00  -0.135869E+00   0.765428E-09   0.831381E-07  -0.994773E-09
  3790   0.354085E+01   0.130405E+00   0.000000E+00  -0.136282E+00   0.765101E-09   0.724048E-07  -0.990999E-09
  3791   0.353059E+01   0.130477E+00   0.000000E+00  -0.136714E+00   0.764773E-09   0.637184E-07  -0.988549E-09
  3792   0.352044E+01   0.130548E+00   0.000000E+00  -0.137165E+00   0.764446E-09   0.658448E-07  -0.983810E-09
  3793   0.351037E+01   0.130615E+00   0.000000E+00  -0.137634E+00   0.764119E-09   0.743407E-07  -0.979914E-09
  3794   0.350041E+01   0.130680E+00   0.000000E+00  -0.138122E+00   0.763792E-09   0.779668E-07  -0.977022E-09
  3795   0.349053E+01   0.130740E+00   0.000000E+00  -0.138626E+00   0.763466E-09   0.731747E-07  -0.971204E-09
  3796   0.348076E+01   0.130799E+00   0.000000E+00  -0.139148E+00   0.763140E-09   0.679692E-07  -0.967706E-09
  3797   0.347107E+01   0.130852E+00   0.000000E+00  -0.139685E+00   0.762814E-09   0.705074E-07  -0.964018E-09
  3798   0.346150E+01   0.130904E+00   0.000000E+00  -0.140239E+00   0.762488E-09   0.779243E-07  -0.957755E-09
  3799   0.345200E+01   0.130950E+00   0.000000E+00  -0.140808E+00   0.762163E-09   0.803354E-07  -0.954231E-09
  3800   0.344262E+01   0.130994E+00   0.000000E+00  -0.141392E+00   0.761837E-09   0.746358E-07  -0.950090E-09
  3801   0.343332E+01   0.131033E+00   0.000000E+00  -0.141991E+00   0.761512E-09   0.690252E-07  -0.943046E-09
  3802   0.342413E+01   0.131068E+00   0.000000E+00  -0.142603E+00   0.761188E-09   0.721152E-07  -0.940032E-09
  3803   0.341502E+01   0.131099E+00   0.000000E+00  -0.143228E+00   0.760864E-09   0.811954E-07  -0.935091E-09
  3804   0.340602E+01   0.131126E+00   0.000000E+00  -0.143867E+00   0.760539E-09   0.855118E-07  -0.927633E-09
  3805   0.339710E+01   0.131148E+00   0.000000E+00  -0.144518E+00   0.760216E-09   0.802247E-07  -0.924538E-09
  3806   0.338830E+01   0.131166E+00   0.000000E+00  -0.145180E+00   0.759892E-09   0.724811E-07  -0.919204E-09
  3807   0.337957E+01   0.131179E+00   0.000000E+00  -0.145854E+00   0.759569E-09   0.715991E-07  -0.911490E-09
  3808   0.337096E+01   0.131188E+00   0.000000E+00  -0.146539E+00   0.759245E-09   0.771077E-07  -0.908588E-09
  3809   0.336244E+01   0.131192E+00   0.000000E+00  -0.147233E+00   0.758923E-09   0.803847E-07  -0.902376E-09
  3810   0.335401E+01   0.131191E+00   0.000000E+00  -0.147938E+00   0.758600E-09   0.768025E-07  -0.895291E-09
  3811   0.334567E+01   0.131185E+00   0.000000E+00  -0.148652E+00   0.758277E-09   0.714732E-07  -0.891773E-09
  3812   0.333744E+01   0.131174E+00   0.000000E+00  -0.149375E+00   0.757954E-09   0.713763E-07  -0.885268E-09
  3813   0.332929E+01   0.131158E+00   0.000000E+00  -0.150105E+00   0.757632E-09   0.754985E-07  -0.878494E-09
  3814   0.332125E+01   0.131137E+00   0.000000E+00  -0.150843E+00   0.757310E-09   0.769385E-07  -0.874696E-09
  3815   0.331328E+01   0.131110E+00   0.000000E+00  -0.151588E+00   0.756989E-09   0.731516E-07  -0.867222E-09
  3816   0.330542E+01   0.131079E+00   0.000000E+00  -0.152340E+00   0.756667E-09   0.694219E-07  -0.861150E-09
  3817   0.329764E+01   0.131041E+00   0.000000E+00  -0.153098E+00   0.756346E-09   0.707477E-07  -0.856579E-09
  3818   0.328997E+01   0.130999E+00   0.000000E+00  -0.153862E+00   0.756025E-09   0.742227E-07  -0.848606E-09
  3819   0.328238E+01   0.130950E+00   0.000000E+00  -0.154630E+00   0.755704E-09   0.731122E-07  -0.842775E-09
  3820   0.327489E+01   0.130897E+00   0.000000E+00  -0.155403E+00   0.755383E-09   0.671657E-07  -0.837706E-09
  3821   0.326747E+01   0.130836E+00   0.000000E+00  -0.156179E+00   0.755063E-09   0.640739E-07  -0.828758E-09
  3822   0.326017E+01   0.130772E+00   0.000000E+00  -0.156960E+00   0.754743E-09   0.694677E-07  -0.823867E-09
  3823   0.325293E+01   0.130700E+00   0.000000E+00  -0.157742E+00   0.754423E-09   0.788573E-07  -0.818065E-09
  3824   0.324580E+01   0.130624E+00   0.000000E+00  -0.158528E+00   0.754103E-09   0.828058E-07  -0.808826E-09
  3825   0.323874E+01   0.130541E+00   0.000000E+00  -0.159315E+00   0.753784E-09   0.786961E-07  -0.804127E-09
  3826   0.323178E+01   0.130453E+00   0.000000E+00  -0.160104E+00   0.753464E-09   0.736598E-07  -0.798017E-09
  3827   0.322489E+01   0.130358E+00   0.000000E+00  -0.160892E+00   0.753145E-09   0.748222E-07  -0.788240E-09
  3828   0.321810E+01   0.130258E+00   0.000000E+00  -0.161682E+00   0.752826E-09   0.800518E-07  -0.784308E-09
  3829   0.321139E+01   0.130151E+00   0.000000E+00  -0.162471E+00   0.752508E-09   0.810901E-07  -0.777341E-09
  3830   0.320477E+01   0.130039E+00   0.000000E+00  -0.163260E+00   0.752189E-09   0.745715E-07  -0.767369E-09
  3831   0.319821E+01   0.129919E+00   0.000000E+00  -0.164046E+00   0.751870E-09   0.665863E-07  -0.763679E-09
  3832   0.319176E+01   0.129795E+00   0.000000E+00  -0.164832E+00   0.751552E-09   0.654786E-07  -0.756316E-09
  3833   0.318537E+01   0.129663E+00   0.000000E+00  -0.165614E+00   0.751234E-09   0.721987E-07  -0.746769E-09
  3834   0.317908E+01   0.129527E+00   0.000000E+00  -0.166395E+00   0.750916E-09   0.798727E-07  -0.742633E-09
  3835   0.317285E+01   0.129382E+00   0.000000E+00  -0.167172E+00   0.750598E-09   0.818699E-07  -0.734229E-09
  3836   0.316671E+01   0.129233E+00   0.000000E+00  -0.167946E+00   0.750281E-09   0.782929E-07  -0.725455E-09
  3837   0.316064E+01   0.129077E+00   0.000000E+00  -0.168714E+00   0.749964E-09   0.742015E-07  -0.720522E-09
  3838   0.315465E+01   0.128915E+00   0.000000E+00  -0.169480E+00   0.749646E-09   0.732232E-07  -0.711620E-09
  3839   0.314873E+01   0.128746E+00   0.000000E+00  -0.170238E+00   0.749330E-09   0.740438E-07  -0.703270E-09
  3840   0.314289E+01   0.128572E+00   0.000000E+00  -0.170993E+00   0.749014E-09   0.728809E-07  -0.697774E-09
  3841   0.313712E+01   0.128390E+00   0.000000E+00  -0.171741E+00   0.748698E-09   0.682221E-07  -0.687919E-09
  3842   0.313143E+01   0.128203E+00   0.000000E+00  -0.172483E+00   0.748382E-09   0.629688E-07  -0.680565E-09
  3843   0.312579E+01   0.128009E+00   0.000000E+00  -0.173217E+00   0.748067E-09   0.620011E-07  -0.674255E-09
  3844   0.312025E+01   0.127810E+00   0.000000E+00  -0.173946E+00   0.747752E-09   0.674138E-07  -0.663744E-09
  3845   0.311475E+01   0.127603E+00   0.000000E+00  -0.174665E+00   0.747437E-09   0.757573E-07  -0.656868E-09
  3846   0.310934E+01   0.127391E+00   0.000000E+00  -0.175377E+00   0.747122E-09   0.806136E-07  -0.650059E-09
  3847   0.310398E+01   0.127172E+00   0.000000E+00  -0.176079E+00   0.746807E-09   0.786541E-07  -0.638808E-09
  3848   0.309869E+01   0.126948E+00   0.000000E+00  -0.176775E+00   0.746493E-09   0.731538E-07  -0.632840E-09
  3849   0.309346E+01   0.126717E+00   0.000000E+00  -0.177459E+00   0.746178E-09   0.704390E-07  -0.625187E-09
  3850   0.308831E+01   0.126480E+00   0.000000E+00  -0.178135E+00   0.745864E-09   0.727520E-07  -0.613703E-09
  3851   0.308320E+01   0.126236E+00   0.000000E+00  -0.178799E+00   0.745550E-09   0.758439E-07  -0.608187E-09
  3852   0.307816E+01   0.125988E+00   0.000000E+00  -0.179454E+00   0.745236E-09   0.746117E-07  -0.600261E-09
  3853   0.307317E+01   0.125732E+00   0.000000E+00  -0.180097E+00   0.744923E-09   0.697861E-07  -0.588375E-09
  3854   0.306826E+01   0.125471E+00   0.000000E+00  -0.180731E+00   0.744610E-09   0.671442E-07  -0.583752E-09
  3855   0.306338E+01   0.125203E+00   0.000000E+00  -0.181350E+00   0.744296E-09   0.700815E-07  -0.574994E-09
  3856   0.305857E+01   0.124930E+00   0.000000E+00  -0.181960E+00   0.743983E-09   0.754135E-07  -0.563662E-09
  3857   0.305381E+01   0.124650E+00   0.000000E+00  -0.182556E+00   0.743670E-09   0.778043E-07  -0.558845E-09
  3858   0.304910E+01   0.124366E+00   0.000000E+00  -0.183141E+00   0.743357E-09   0.766488E-07  -0.549671E-09
  3859   0.304444E+01   0.124074E+00   0.000000E+00  -0.183711E+00   0.743044E-09   0.758796E-07  -0.538964E-09
  3860   0.303984E+01   0.123778E+00   0.000000E+00  -0.184270E+00   0.742732E-09   0.774470E-07  -0.533592E-09
  3861   0.303527E+01   0.123475E+00   0.000000E+00  -0.184813E+00   0.742420E-09   0.780629E-07  -0.523531E-09
  3862   0.303076E+01   0.123168E+00   0.000000E+00  -0.185344E+00   0.742108E-09   0.741758E-07  -0.513911E-09
  3863   0.302629E+01   0.122853E+00   0.000000E+00  -0.185859E+00   0.741797E-09   0.678580E-07  -0.507782E-09
  3864   0.302187E+01   0.122535E+00   0.000000E+00  -0.186361E+00   0.741485E-09   0.648354E-07  -0.497165E-09
  3865   0.301748E+01   0.122210E+00   0.000000E+00  -0.186846E+00   0.741174E-09   0.670279E-07  -0.488221E-09
  3866   0.301314E+01   0.121880E+00   0.000000E+00  -0.187318E+00   0.740864E-09   0.702472E-07  -0.481637E-09
  3867   0.300883E+01   0.121544E+00   0.000000E+00  -0.187774E+00   0.740553E-09   0.703448E-07  -0.470255E-09
  3868   0.300457E+01   0.121204E+00   0.000000E+00  -0.188215E+00   0.740243E-09   0.686691E-07  -0.462545E-09
  3869   0.300034E+01   0.120857E+00   0.000000E+00  -0.188638E+00   0.739933E-09   0.691498E-07  -0.455229E-09
  3870   0.299615E+01   0.120507E+00   0.000000E+00  -0.189047E+00   0.739623E-09   0.723034E-07  -0.443376E-09
  3871   0.299198E+01   0.120150E+00   0.000000E+00  -0.189437E+00   0.739313E-09   0.729168E-07  -0.436486E-09
  3872   0.298786E+01   0.119789E+00   0.000000E+00  -0.189813E+00   0.739003E-09   0.685133E-07  -0.428826E-09
  3873   0.298376E+01   0.119422E+00   0.000000E+00  -0.190170E+00   0.738695E-09   0.641834E-07  -0.416596E-09
  3874   0.297969E+01   0.119052E+00   0.000000E+00  -0.190511E+00   0.738385E-09   0.663717E-07  -0.410516E-09
  3875   0.297565E+01   0.118675E+00   0.000000E+00  -0.190833E+00   0.738077E-09   0.735479E-07  -0.401985E-09
  3876   0.297164E+01   0.118295E+00   0.000000E+00  -0.191139E+00   0.737768E-09   0.772851E-07  -0.389525E-09
  3877   0.296764E+01   0.117909E+00   0.000000E+00  -0.191426E+00   0.737460E-09   0.731912E-07  -0.384029E-09
  3878   0.296368E+01   0.117520E+00   0.000000E+00  -0.191696E+00   0.737151E-09   0.670423E-07  -0.375049E-09
  3879   0.295973E+01   0.117125E+00   0.000000E+00  -0.191946E+00   0.736843E-09   0.674035E-07  -0.362297E-09
  3880   0.295581E+01   0.116727E+00   0.000000E+00  -0.192179E+00   0.736536E-09   0.743794E-07  -0.357323E-09
  3881   0.295190E+01   0.116323E+00   0.000000E+00  -0.192393E+00   0.736228E-09   0.796439E-07  -0.347536E-09
  3882   0.294802E+01   0.115916E+00   0.000000E+00  -0.192589E+00   0.735921E-09   0.776517E-07  -0.335924E-09
  3883   0.294415E+01   0.115504E+00   0.000000E+00  -0.192765E+00   0.735613E-09   0.725915E-07  -0.330233E-09
  3884   0.294030E+01   0.115089E+00   0.000000E+00  -0.192923E+00   0.735306E-09   0.719072E-07  -0.319882E-09
  3885   0.293645E+01   0.114669E+00   0.000000E+00  -0.193061E+00   0.734999E-09   0.758152E-07  -0.308960E-09
  3886   0.293263E+01   0.114246E+00   0.000000E+00  -0.193181E+00   0.734693E-09   0.773404E-07  -0.302667E-09
  3887   0.292880E+01   0.113819E+00   0.000000E+00  -0.193280E+00   0.734386E-09   0.724478E-07  -0.291479E-09
  3888   0.292500E+01   0.113388E+00   0.000000E+00  -0.193361E+00   0.734080E-09   0.659478E-07  -0.281653E-09
  3889   0.292120E+01   0.112954E+00   0.000000E+00  -0.193422E+00   0.733774E-09   0.649891E-07  -0.274533E-09
  3890   0.291741E+01   0.112516E+00   0.000000E+00  -0.193464E+00   0.733469E-09   0.694585E-07  -0.262720E-09
  3891   0.291362E+01   0.112074E+00   0.000000E+00  -0.193485E+00   0.733163E-09   0.724353E-07  -0.253731E-09
  3892   0.290984E+01   0.111630E+00   0.000000E+00  -0.193488E+00   0.732857E-09   0.695555E-07  -0.246214E-09
  3893   0.290606E+01   0.111182E+00   0.000000E+00  -0.193469E+00   0.732552E-09   0.642701E-07  -0.233795E-09
  3894   0.290229E+01   0.110732E+00   0.000000E+00  -0.193432E+00   0.732246E-09   0.624943E-07  -0.225981E-09
  3895   0.289850E+01   0.110278E+00   0.000000E+00  -0.193374E+00   0.731941E-09   0.648401E-07  -0.217755E-09
  3896   0.289473E+01   0.109821E+00   0.000000E+00  -0.193298E+00   0.731636E-09   0.671152E-07  -0.205120E-09
  3897   0.289095E+01   0.109362E+00   0.000000E+00  -0.193200E+00   0.731332E-09   0.671023E-07  -0.198130E-09
  3898   0.288717E+01   0.108900E+00   0.000000E+00  -0.193083E+00   0.731028E-09   0.671830E-07  -0.189544E-09
  3899   0.288338E+01   0.108435E+00   0.000000E+00  -0.192946E+00   0.730724E-09   0.696340E-07  -0.176595E-09
  3900   0.287959E+01   0.107968E+00   0.000000E+00  -0.192790E+00   0.730420E-09   0.724769E-07  -0.170369E-09
  3901   0.287579E+01   0.107499E+00   0.000000E+00  -0.192612E+00   0.730116E-09   0.724366E-07  -0.161067E-09
  3902   0.287198E+01   0.107027E+00   0.000000E+00  -0.192416E+00   0.729813E-09   0.704839E-07  -0.148033E-09
  3903   0.286816E+01   0.106554E+00   0.000000E+00  -0.192199E+00   0.729510E-09   0.709998E-07  -0.142436E-09
  3904   0.286434E+01   0.106078E+00   0.000000E+00  -0.191963E+00   0.729206E-09   0.751695E-07  -0.132651E-09
  3905   0.286049E+01   0.105600E+00   0.000000E+00  -0.191707E+00   0.728904E-09   0.784361E-07  -0.120102E-09
  3906   0.285664E+01   0.105121E+00   0.000000E+00  -0.191431E+00   0.728601E-09   0.762884E-07  -0.114342E-09
  3907   0.285277E+01   0.104640E+00   0.000000E+00  -0.191135E+00   0.728299E-09   0.706224E-07  -0.103943E-09
  3908   0.284888E+01   0.104158E+00   0.000000E+00  -0.190821E+00   0.727997E-09   0.675665E-07  -0.926186E-10
  3909   0.284498E+01   0.103673E+00   0.000000E+00  -0.190486E+00   0.727695E-09   0.691904E-07  -0.862570E-10
  3910   0.284107E+01   0.103188E+00   0.000000E+00  -0.190132E+00   0.727393E-09   0.706248E-07  -0.753975E-10
  3911   0.283712E+01   0.102701E+00   0.000000E+00  -0.189758E+00   0.727092E-09   0.670125E-07  -0.650832E-10
  3912   0.283317E+01   0.102214E+00   0.000000E+00  -0.189366E+00   0.726790E-09   0.609301E-07  -0.583858E-10
  3913   0.282918E+01   0.101725E+00   0.000000E+00  -0.188953E+00   0.726489E-09   0.598848E-07  -0.470350E-10
  3914   0.282519E+01   0.101236E+00   0.000000E+00  -0.188523E+00   0.726188E-09   0.665866E-07  -0.378961E-10
  3915   0.282115E+01   0.100745E+00   0.000000E+00  -0.188072E+00   0.725887E-09   0.744262E-07  -0.305690E-10
  3916   0.281711E+01   0.100254E+00   0.000000E+00  -0.187603E+00   0.725586E-09   0.745192E-07  -0.187901E-10
  3917   0.281303E+01   0.997623E-01   0.000000E+00  -0.187115E+00   0.725286E-09   0.660158E-07  -0.106507E-10
  3918   0.280893E+01   0.992704E-01   0.000000E+00  -0.186609E+00   0.724985E-09   0.572398E-07  -0.296555E-11
  3919   0.280479E+01   0.987776E-01   0.000000E+00  -0.186084E+00   0.724685E-09   0.565651E-07   0.928307E-11
  3920   0.280064E+01   0.982851E-01   0.000000E+00  -0.185541E+00   0.724385E-09   0.637292E-07   0.163775E-10
  3921   0.279644E+01   0.977920E-01   0.000000E+00  -0.184979E+00   0.724085E-09   0.709259E-07   0.246396E-10
  3922   0.279223E+01   0.972992E-01   0.000000E+00  -0.184399E+00   0.723786E-09   0.717374E-07   0.368775E-10
  3923   0.278797E+01   0.968061E-01   0.000000E+00  -0.183801E+00   0.723487E-09   0.676133E-07   0.432468E-10
