#    L    TT             EE             BB             TE             PP             TP             EP          
  1129   0.126569E+04   0.133959E+02   0.000000E+00  -0.515337E+02   0.551303E-08   0.443764E-07   0.204593E-06
  1130   0.126568E+04   0.132643E+02   0.000000E+00  -0.505212E+02   0.550510E-08   0.537790E-07   0.198259E-06
  1131   0.126561E+04   0.131382E+02   0.000000E+00  -0.495055E+02   0.549717E-08   0.474289E-07   0.194085E-06
  1132   0.126542E+04   0.130171E+02   0.000000E+00  -0.484824E+02   0.548927E-08   0.477036E-07   0.188551E-06
  1133   0.126516E+04   0.129016E+02   0.000000E+00  -0.474568E+02   0.548139E-08   0.550149E-07   0.182626E-06
  1134   0.126478E+04   0.127913E+02   0.000000E+00  -0.464250E+02   0.547352E-08   0.493346E-07   0.178182E-06
  1135   0.126434E+04   0.126865E+02   0.000000E+00  -0.453916E+02   0.546567E-08   0.557857E-07   0.172542E-06
  1136   0.126377E+04   0.125869E+02   0.000000E+00  -0.443529E+02   0.545784E-08   0.571522E-07   0.166924E-06
  1137   0.126314E+04   0.124930E+02   0.000000E+00  -0.433134E+02   0.545003E-08   0.581544E-07   0.162306E-06
  1138   0.126240E+04   0.124043E+02   0.000000E+00  -0.422698E+02   0.544223E-08   0.606496E-07   0.156571E-06
  1139   0.126158E+04   0.123212E+02   0.000000E+00  -0.412262E+02   0.543446E-08   0.655940E-07   0.151214E-06
  1140   0.126065E+04   0.122434E+02   0.000000E+00  -0.401795E+02   0.542670E-08   0.655034E-07   0.146469E-06
  1141   0.125965E+04   0.121713E+02   0.000000E+00  -0.391337E+02   0.541896E-08   0.725812E-07   0.140658E-06
  1142   0.125853E+04   0.121045E+02   0.000000E+00  -0.380859E+02   0.541123E-08   0.754389E-07   0.135585E-06
  1143   0.125735E+04   0.120433E+02   0.000000E+00  -0.370396E+02   0.540353E-08   0.759820E-07   0.130723E-06
  1144   0.125605E+04   0.119875E+02   0.000000E+00  -0.359925E+02   0.539584E-08   0.870922E-07   0.124850E-06
  1145   0.125468E+04   0.119372E+02   0.000000E+00  -0.349478E+02   0.538817E-08   0.846627E-07   0.120074E-06
  1146   0.125320E+04   0.118924E+02   0.000000E+00  -0.339033E+02   0.538052E-08   0.907033E-07   0.115082E-06
  1147   0.125165E+04   0.118531E+02   0.000000E+00  -0.328619E+02   0.537289E-08   0.981511E-07   0.109237E-06
  1148   0.124999E+04   0.118192E+02   0.000000E+00  -0.318218E+02   0.536527E-08   0.100331E-06   0.104604E-06
  1149   0.124826E+04   0.117909E+02   0.000000E+00  -0.307857E+02   0.535768E-08   0.102596E-06   0.996175E-07
  1150   0.124643E+04   0.117680E+02   0.000000E+00  -0.297518E+02   0.535009E-08   0.116773E-06   0.937114E-07
  1151   0.124452E+04   0.117505E+02   0.000000E+00  -0.287226E+02   0.534253E-08   0.113589E-06   0.893268E-07
  1152   0.124251E+04   0.117385E+02   0.000000E+00  -0.276968E+02   0.533498E-08   0.118316E-06   0.842118E-07
  1153   0.124043E+04   0.117319E+02   0.000000E+00  -0.266764E+02   0.532745E-08   0.133379E-06   0.784545E-07
  1154   0.123824E+04   0.117306E+02   0.000000E+00  -0.256603E+02   0.531994E-08   0.129492E-06   0.740544E-07
  1155   0.123599E+04   0.117348E+02   0.000000E+00  -0.246505E+02   0.531244E-08   0.138489E-06   0.688712E-07
  1156   0.123363E+04   0.117442E+02   0.000000E+00  -0.236460E+02   0.530496E-08   0.147658E-06   0.633701E-07
  1157   0.123121E+04   0.117590E+02   0.000000E+00  -0.226484E+02   0.529750E-08   0.149956E-06   0.588070E-07
  1158   0.122868E+04   0.117791E+02   0.000000E+00  -0.216571E+02   0.529005E-08   0.155943E-06   0.536153E-07
  1159   0.122610E+04   0.118045E+02   0.000000E+00  -0.206735E+02   0.528262E-08   0.168678E-06   0.482861E-07
  1160   0.122341E+04   0.118351E+02   0.000000E+00  -0.196971E+02   0.527521E-08   0.167681E-06   0.436890E-07
  1161   0.122066E+04   0.118709E+02   0.000000E+00  -0.187291E+02   0.526782E-08   0.178266E-06   0.384288E-07
  1162   0.121781E+04   0.119118E+02   0.000000E+00  -0.177693E+02   0.526044E-08   0.188671E-06   0.333357E-07
  1163   0.121491E+04   0.119579E+02   0.000000E+00  -0.168185E+02   0.525307E-08   0.190540E-06   0.286459E-07
  1164   0.121191E+04   0.120090E+02   0.000000E+00  -0.158768E+02   0.524573E-08   0.203531E-06   0.234180E-07
  1165   0.120884E+04   0.120652E+02   0.000000E+00  -0.149449E+02   0.523840E-08   0.209160E-06   0.185129E-07
  1166   0.120569E+04   0.121264E+02   0.000000E+00  -0.140229E+02   0.523109E-08   0.217050E-06   0.137540E-07
  1167   0.120248E+04   0.121926E+02   0.000000E+00  -0.131113E+02   0.522380E-08   0.227342E-06   0.859025E-08
  1168   0.119918E+04   0.122636E+02   0.000000E+00  -0.122104E+02   0.521652E-08   0.236995E-06   0.381917E-08
  1169   0.119582E+04   0.123395E+02   0.000000E+00  -0.113207E+02   0.520926E-08   0.241261E-06  -0.910873E-09
  1170   0.119238E+04   0.124202E+02   0.000000E+00  -0.104425E+02   0.520201E-08   0.256492E-06  -0.604823E-08
  1171   0.118888E+04   0.125057E+02   0.000000E+00  -0.957604E+01   0.519478E-08   0.260813E-06  -0.106316E-07
  1172   0.118530E+04   0.125958E+02   0.000000E+00  -0.872191E+01   0.518756E-08   0.268806E-06  -0.153580E-07
  1173   0.118166E+04   0.126906E+02   0.000000E+00  -0.788013E+01   0.518037E-08   0.285764E-06  -0.203995E-07
  1174   0.117795E+04   0.127899E+02   0.000000E+00  -0.705145E+01   0.517319E-08   0.286337E-06  -0.248605E-07
  1175   0.117419E+04   0.128938E+02   0.000000E+00  -0.623572E+01   0.516602E-08   0.297519E-06  -0.295804E-07
  1176   0.117034E+04   0.130021E+02   0.000000E+00  -0.543380E+01   0.515887E-08   0.312038E-06  -0.344864E-07
  1177   0.116645E+04   0.131147E+02   0.000000E+00  -0.464542E+01   0.515174E-08   0.316475E-06  -0.389306E-07
  1178   0.116249E+04   0.132317E+02   0.000000E+00  -0.387153E+01   0.514462E-08   0.324654E-06  -0.435796E-07
  1179   0.115848E+04   0.133530E+02   0.000000E+00  -0.311173E+01   0.513752E-08   0.341770E-06  -0.483790E-07
  1180   0.115439E+04   0.134784E+02   0.000000E+00  -0.236707E+01   0.513044E-08   0.343400E-06  -0.527864E-07
  1181   0.115027E+04   0.136080E+02   0.000000E+00  -0.163703E+01   0.512337E-08   0.356322E-06  -0.574402E-07
  1182   0.114607E+04   0.137415E+02   0.000000E+00  -0.922746E+00   0.511632E-08   0.370866E-06  -0.620534E-07
  1183   0.114184E+04   0.138791E+02   0.000000E+00  -0.223570E+00   0.510928E-08   0.373508E-06  -0.665109E-07
  1184   0.113754E+04   0.140204E+02   0.000000E+00   0.459293E+00   0.510226E-08   0.388217E-06  -0.710624E-07
  1185   0.113320E+04   0.141657E+02   0.000000E+00   0.112657E+01   0.509525E-08   0.399628E-06  -0.755754E-07
  1186   0.112880E+04   0.143146E+02   0.000000E+00   0.177700E+01   0.508827E-08   0.407755E-06  -0.800036E-07
  1187   0.112437E+04   0.144672E+02   0.000000E+00   0.241141E+01   0.508129E-08   0.419917E-06  -0.844552E-07
  1188   0.111988E+04   0.146234E+02   0.000000E+00   0.302847E+01   0.507433E-08   0.434077E-06  -0.888628E-07
  1189   0.111535E+04   0.147831E+02   0.000000E+00   0.362909E+01   0.506739E-08   0.439334E-06  -0.932124E-07
  1190   0.111078E+04   0.149461E+02   0.000000E+00   0.421192E+01   0.506046E-08   0.456130E-06  -0.975549E-07
  1191   0.110617E+04   0.151125E+02   0.000000E+00   0.477792E+01   0.505355E-08   0.467140E-06  -0.101849E-06
  1192   0.110151E+04   0.152821E+02   0.000000E+00   0.532572E+01   0.504665E-08   0.475758E-06  -0.106141E-06
  1193   0.109683E+04   0.154549E+02   0.000000E+00   0.585633E+01   0.503977E-08   0.493386E-06  -0.110316E-06
  1194   0.109210E+04   0.156306E+02   0.000000E+00   0.636836E+01   0.503290E-08   0.502118E-06  -0.114532E-06
  1195   0.108734E+04   0.158095E+02   0.000000E+00   0.686287E+01   0.502605E-08   0.513363E-06  -0.118751E-06
  1196   0.108255E+04   0.159911E+02   0.000000E+00   0.733847E+01   0.501921E-08   0.529616E-06  -0.122749E-06
  1197   0.107773E+04   0.161756E+02   0.000000E+00   0.779624E+01   0.501239E-08   0.539165E-06  -0.126965E-06
  1198   0.107287E+04   0.163627E+02   0.000000E+00   0.823481E+01   0.500558E-08   0.548257E-06  -0.131037E-06
  1199   0.106800E+04   0.165525E+02   0.000000E+00   0.865528E+01   0.499879E-08   0.568914E-06  -0.134937E-06
  1200   0.106309E+04   0.167447E+02   0.000000E+00   0.905627E+01   0.499201E-08   0.574079E-06  -0.139082E-06
  1201   0.105817E+04   0.169394E+02   0.000000E+00   0.943890E+01   0.498525E-08   0.586962E-06  -0.143107E-06
  1202   0.105323E+04   0.171365E+02   0.000000E+00   0.980305E+01   0.497850E-08   0.604723E-06  -0.146856E-06
  1203   0.104825E+04   0.173356E+02   0.000000E+00   0.101462E+02   0.497177E-08   0.609924E-06  -0.150979E-06
  1204   0.104328E+04   0.175371E+02   0.000000E+00   0.104719E+02   0.496505E-08   0.625180E-06  -0.154912E-06
  1205   0.103826E+04   0.177403E+02   0.000000E+00   0.107763E+02   0.495835E-08   0.640664E-06  -0.158542E-06
  1206   0.103325E+04   0.179458E+02   0.000000E+00   0.110632E+02   0.495166E-08   0.649204E-06  -0.162674E-06
  1207   0.102821E+04   0.181528E+02   0.000000E+00   0.113287E+02   0.494499E-08   0.662312E-06  -0.166380E-06
  1208   0.102317E+04   0.183618E+02   0.000000E+00   0.115766E+02   0.493834E-08   0.679486E-06  -0.170078E-06
  1209   0.101811E+04   0.185721E+02   0.000000E+00   0.118028E+02   0.493169E-08   0.686137E-06  -0.174038E-06
  1210   0.101306E+04   0.187843E+02   0.000000E+00   0.120114E+02   0.492507E-08   0.703546E-06  -0.177689E-06
  1211   0.100798E+04   0.189977E+02   0.000000E+00   0.121982E+02   0.491845E-08   0.716517E-06  -0.181248E-06
  1212   0.100291E+04   0.192127E+02   0.000000E+00   0.123674E+02   0.491186E-08   0.726024E-06  -0.185187E-06
  1213   0.997826E+03   0.194285E+02   0.000000E+00   0.125148E+02   0.490527E-08   0.744264E-06  -0.188565E-06
  1214   0.992756E+03   0.196459E+02   0.000000E+00   0.126444E+02   0.489870E-08   0.756144E-06  -0.192195E-06
  1215   0.987669E+03   0.198639E+02   0.000000E+00   0.127522E+02   0.489214E-08   0.767821E-06  -0.195907E-06
  1216   0.982602E+03   0.200832E+02   0.000000E+00   0.128423E+02   0.488560E-08   0.784391E-06  -0.199147E-06
  1217   0.977521E+03   0.203030E+02   0.000000E+00   0.129107E+02   0.487907E-08   0.798136E-06  -0.202732E-06
  1218   0.972463E+03   0.205238E+02   0.000000E+00   0.129612E+02   0.487256E-08   0.807765E-06  -0.206342E-06
  1219   0.967394E+03   0.207449E+02   0.000000E+00   0.129902E+02   0.486606E-08   0.829013E-06  -0.209305E-06
  1220   0.962351E+03   0.209669E+02   0.000000E+00   0.130014E+02   0.485957E-08   0.837945E-06  -0.212945E-06
  1221   0.957302E+03   0.211889E+02   0.000000E+00   0.129910E+02   0.485310E-08   0.850594E-06  -0.216349E-06
  1222   0.952280E+03   0.214116E+02   0.000000E+00   0.129630E+02   0.484664E-08   0.870455E-06  -0.219119E-06
  1223   0.947257E+03   0.216341E+02   0.000000E+00   0.129136E+02   0.484019E-08   0.879100E-06  -0.222763E-06
  1224   0.942263E+03   0.218571E+02   0.000000E+00   0.128467E+02   0.483376E-08   0.893147E-06  -0.226042E-06
  1225   0.937272E+03   0.220797E+02   0.000000E+00   0.127585E+02   0.482735E-08   0.911570E-06  -0.228536E-06
  1226   0.932313E+03   0.223026E+02   0.000000E+00   0.126530E+02   0.482094E-08   0.920673E-06  -0.232294E-06
  1227   0.927361E+03   0.225249E+02   0.000000E+00   0.125265E+02   0.481455E-08   0.933113E-06  -0.235286E-06
  1228   0.922443E+03   0.227473E+02   0.000000E+00   0.123828E+02   0.480818E-08   0.953350E-06  -0.237875E-06
  1229   0.917535E+03   0.229689E+02   0.000000E+00   0.122183E+02   0.480182E-08   0.960395E-06  -0.241392E-06
  1230   0.912665E+03   0.231904E+02   0.000000E+00   0.120369E+02   0.479547E-08   0.976186E-06  -0.244283E-06
  1231   0.907808E+03   0.234109E+02   0.000000E+00   0.118351E+02   0.478914E-08   0.992399E-06  -0.246777E-06
  1232   0.902992E+03   0.236311E+02   0.000000E+00   0.116165E+02   0.478282E-08   0.100253E-05  -0.250221E-06
  1233   0.898192E+03   0.238501E+02   0.000000E+00   0.113779E+02   0.477651E-08   0.101880E-05  -0.252800E-06
  1234   0.893435E+03   0.240687E+02   0.000000E+00   0.111228E+02   0.477022E-08   0.103297E-05  -0.255411E-06
  1235   0.888699E+03   0.242858E+02   0.000000E+00   0.108479E+02   0.476394E-08   0.104462E-05  -0.258600E-06
  1236   0.884008E+03   0.245024E+02   0.000000E+00   0.105570E+02   0.475768E-08   0.106027E-05  -0.261022E-06
  1237   0.879340E+03   0.247172E+02   0.000000E+00   0.102467E+02   0.475142E-08   0.107606E-05  -0.263636E-06
  1238   0.874720E+03   0.249314E+02   0.000000E+00   0.992058E+01   0.474519E-08   0.108589E-05  -0.266693E-06
  1239   0.870128E+03   0.251436E+02   0.000000E+00   0.957556E+01   0.473896E-08   0.110516E-05  -0.268820E-06
  1240   0.865584E+03   0.253549E+02   0.000000E+00   0.921511E+01   0.473275E-08   0.111675E-05  -0.271548E-06
  1241   0.861072E+03   0.255642E+02   0.000000E+00   0.883620E+01   0.472655E-08   0.112943E-05  -0.274366E-06
  1242   0.856611E+03   0.257723E+02   0.000000E+00   0.844223E+01   0.472037E-08   0.114846E-05  -0.276280E-06
  1243   0.852185E+03   0.259782E+02   0.000000E+00   0.803025E+01   0.471419E-08   0.115972E-05  -0.279041E-06
  1244   0.847811E+03   0.261828E+02   0.000000E+00   0.760362E+01   0.470803E-08   0.117308E-05  -0.281688E-06
  1245   0.843475E+03   0.263850E+02   0.000000E+00   0.715950E+01   0.470189E-08   0.119180E-05  -0.283266E-06
  1246   0.839195E+03   0.265858E+02   0.000000E+00   0.670113E+01   0.469575E-08   0.120290E-05  -0.286224E-06
  1247   0.834954E+03   0.267839E+02   0.000000E+00   0.622583E+01   0.468963E-08   0.121487E-05  -0.288568E-06
  1248   0.830771E+03   0.269804E+02   0.000000E+00   0.573671E+01   0.468352E-08   0.123577E-05  -0.289985E-06
  1249   0.826630E+03   0.271741E+02   0.000000E+00   0.523120E+01   0.467743E-08   0.124344E-05  -0.292953E-06
  1250   0.822549E+03   0.273661E+02   0.000000E+00   0.471236E+01   0.467135E-08   0.125820E-05  -0.295159E-06
  1251   0.818513E+03   0.275551E+02   0.000000E+00   0.417770E+01   0.466528E-08   0.127643E-05  -0.296424E-06
  1252   0.814537E+03   0.277421E+02   0.000000E+00   0.363017E+01   0.465923E-08   0.128585E-05  -0.299405E-06
  1253   0.810610E+03   0.279261E+02   0.000000E+00   0.306747E+01   0.465318E-08   0.130014E-05  -0.301279E-06
  1254   0.806746E+03   0.281079E+02   0.000000E+00   0.249238E+01   0.464715E-08   0.131640E-05  -0.302704E-06
  1255   0.802932E+03   0.282865E+02   0.000000E+00   0.190275E+01   0.464114E-08   0.132752E-05  -0.305405E-06
  1256   0.799181E+03   0.284628E+02   0.000000E+00   0.130124E+01   0.463513E-08   0.134124E-05  -0.307092E-06
  1257   0.795484E+03   0.286357E+02   0.000000E+00   0.685828E+00   0.462914E-08   0.135817E-05  -0.308558E-06
  1258   0.791852E+03   0.288062E+02   0.000000E+00   0.590710E-01   0.462316E-08   0.136743E-05  -0.311098E-06
  1259   0.788275E+03   0.289731E+02   0.000000E+00  -0.580905E+00   0.461719E-08   0.138402E-05  -0.312485E-06
  1260   0.784764E+03   0.291374E+02   0.000000E+00  -0.123171E+01   0.461123E-08   0.139747E-05  -0.314099E-06
  1261   0.781311E+03   0.292981E+02   0.000000E+00  -0.189504E+01   0.460529E-08   0.140962E-05  -0.316372E-06
  1262   0.777925E+03   0.294560E+02   0.000000E+00  -0.256863E+01   0.459936E-08   0.142481E-05  -0.317516E-06
  1263   0.774598E+03   0.296101E+02   0.000000E+00  -0.325408E+01   0.459344E-08   0.143808E-05  -0.319207E-06
  1264   0.771340E+03   0.297614E+02   0.000000E+00  -0.394920E+01   0.458754E-08   0.145069E-05  -0.321285E-06
  1265   0.768143E+03   0.299087E+02   0.000000E+00  -0.465546E+01   0.458164E-08   0.146654E-05  -0.322094E-06
  1266   0.765016E+03   0.300530E+02   0.000000E+00  -0.537081E+01   0.457576E-08   0.147924E-05  -0.323978E-06
  1267   0.761951E+03   0.301933E+02   0.000000E+00  -0.609654E+01   0.456989E-08   0.149049E-05  -0.325732E-06
  1268   0.758957E+03   0.303305E+02   0.000000E+00  -0.683076E+01   0.456404E-08   0.150858E-05  -0.326306E-06
  1269   0.756027E+03   0.304634E+02   0.000000E+00  -0.757463E+01   0.455819E-08   0.151812E-05  -0.328273E-06
  1270   0.753168E+03   0.305932E+02   0.000000E+00  -0.832635E+01   0.455236E-08   0.153194E-05  -0.329845E-06
  1271   0.750374E+03   0.307187E+02   0.000000E+00  -0.908695E+01   0.454654E-08   0.154842E-05  -0.330025E-06
  1272   0.747653E+03   0.308409E+02   0.000000E+00  -0.985478E+01   0.454074E-08   0.155789E-05  -0.332210E-06
  1273   0.744998E+03   0.309588E+02   0.000000E+00  -0.106307E+02   0.453494E-08   0.157095E-05  -0.333426E-06
  1274   0.742416E+03   0.310732E+02   0.000000E+00  -0.114132E+02   0.452916E-08   0.158753E-05  -0.333480E-06
  1275   0.739902E+03   0.311831E+02   0.000000E+00  -0.122030E+02   0.452339E-08   0.159662E-05  -0.335653E-06
  1276   0.737461E+03   0.312896E+02   0.000000E+00  -0.129987E+02   0.451763E-08   0.160900E-05  -0.336646E-06
  1277   0.735088E+03   0.313916E+02   0.000000E+00  -0.138010E+02   0.451188E-08   0.162572E-05  -0.336779E-06
  1278   0.732789E+03   0.314899E+02   0.000000E+00  -0.146085E+02   0.450615E-08   0.163390E-05  -0.338763E-06
  1279   0.730559E+03   0.315837E+02   0.000000E+00  -0.154218E+02   0.450042E-08   0.164853E-05  -0.339437E-06
  1280   0.728404E+03   0.316738E+02   0.000000E+00  -0.162396E+02   0.449471E-08   0.166186E-05  -0.339752E-06
  1281   0.726318E+03   0.317592E+02   0.000000E+00  -0.170623E+02   0.448901E-08   0.167229E-05  -0.341476E-06
  1282   0.724306E+03   0.318409E+02   0.000000E+00  -0.178890E+02   0.448332E-08   0.168557E-05  -0.341903E-06
  1283   0.722365E+03   0.319180E+02   0.000000E+00  -0.187197E+02   0.447764E-08   0.169942E-05  -0.342349E-06
  1284   0.720498E+03   0.319911E+02   0.000000E+00  -0.195537E+02   0.447198E-08   0.170991E-05  -0.343853E-06
  1285   0.718706E+03   0.320605E+02   0.000000E+00  -0.203903E+02   0.446632E-08   0.172294E-05  -0.344034E-06
  1286   0.716980E+03   0.321242E+02   0.000000E+00  -0.212308E+02   0.446068E-08   0.173609E-05  -0.344614E-06
  1287   0.715333E+03   0.321849E+02   0.000000E+00  -0.220726E+02   0.445505E-08   0.174601E-05  -0.345894E-06
  1288   0.713753E+03   0.322398E+02   0.000000E+00  -0.229174E+02   0.444943E-08   0.176087E-05  -0.345678E-06
  1289   0.712250E+03   0.322918E+02   0.000000E+00  -0.237628E+02   0.444382E-08   0.177146E-05  -0.346551E-06
  1290   0.710815E+03   0.323380E+02   0.000000E+00  -0.246104E+02   0.443822E-08   0.178322E-05  -0.347460E-06
  1291   0.709457E+03   0.323811E+02   0.000000E+00  -0.254580E+02   0.443264E-08   0.179651E-05  -0.347041E-06
  1292   0.708166E+03   0.324184E+02   0.000000E+00  -0.263069E+02   0.442706E-08   0.180778E-05  -0.348015E-06
  1293   0.706952E+03   0.324527E+02   0.000000E+00  -0.271552E+02   0.442150E-08   0.181875E-05  -0.348750E-06
  1294   0.705805E+03   0.324811E+02   0.000000E+00  -0.280039E+02   0.441595E-08   0.183225E-05  -0.347913E-06
  1295   0.704735E+03   0.325065E+02   0.000000E+00  -0.288515E+02   0.441041E-08   0.184223E-05  -0.349179E-06
  1296   0.703731E+03   0.325260E+02   0.000000E+00  -0.296986E+02   0.440488E-08   0.185282E-05  -0.349519E-06
  1297   0.702802E+03   0.325424E+02   0.000000E+00  -0.305439E+02   0.439936E-08   0.186720E-05  -0.348554E-06
  1298   0.701940E+03   0.325529E+02   0.000000E+00  -0.313879E+02   0.439385E-08   0.187462E-05  -0.349846E-06
  1299   0.701152E+03   0.325603E+02   0.000000E+00  -0.322295E+02   0.438836E-08   0.188674E-05  -0.350017E-06
  1300   0.700431E+03   0.325619E+02   0.000000E+00  -0.330690E+02   0.438288E-08   0.189831E-05  -0.348971E-06
  1301   0.699782E+03   0.325603E+02   0.000000E+00  -0.339054E+02   0.437740E-08   0.190744E-05  -0.350258E-06
  1302   0.699199E+03   0.325529E+02   0.000000E+00  -0.347389E+02   0.437194E-08   0.191821E-05  -0.350018E-06
  1303   0.698689E+03   0.325424E+02   0.000000E+00  -0.355688E+02   0.436649E-08   0.193017E-05  -0.349280E-06
  1304   0.698243E+03   0.325260E+02   0.000000E+00  -0.363950E+02   0.436105E-08   0.193867E-05  -0.350193E-06
  1305   0.697868E+03   0.325065E+02   0.000000E+00  -0.372169E+02   0.435562E-08   0.194931E-05  -0.349782E-06
  1306   0.697557E+03   0.324812E+02   0.000000E+00  -0.380344E+02   0.435021E-08   0.196111E-05  -0.349131E-06
  1307   0.697316E+03   0.324528E+02   0.000000E+00  -0.388470E+02   0.434480E-08   0.196915E-05  -0.349885E-06
  1308   0.697137E+03   0.324186E+02   0.000000E+00  -0.396543E+02   0.433940E-08   0.198090E-05  -0.349103E-06
  1309   0.697027E+03   0.323814E+02   0.000000E+00  -0.404563E+02   0.433402E-08   0.199023E-05  -0.348748E-06
  1310   0.696978E+03   0.323384E+02   0.000000E+00  -0.412522E+02   0.432864E-08   0.199975E-05  -0.349148E-06
  1311   0.696997E+03   0.322923E+02   0.000000E+00  -0.420422E+02   0.432328E-08   0.201015E-05  -0.348154E-06
  1312   0.697075E+03   0.322408E+02   0.000000E+00  -0.428253E+02   0.431792E-08   0.202013E-05  -0.347925E-06
  1313   0.697220E+03   0.321860E+02   0.000000E+00  -0.436020E+02   0.431258E-08   0.202871E-05  -0.348128E-06
  1314   0.697423E+03   0.321258E+02   0.000000E+00  -0.443711E+02   0.430724E-08   0.203919E-05  -0.346749E-06
  1315   0.697691E+03   0.320624E+02   0.000000E+00  -0.451333E+02   0.430192E-08   0.204892E-05  -0.346813E-06
  1316   0.698015E+03   0.319938E+02   0.000000E+00  -0.458871E+02   0.429661E-08   0.205729E-05  -0.346639E-06
  1317   0.698402E+03   0.319220E+02   0.000000E+00  -0.466334E+02   0.429131E-08   0.206838E-05  -0.345042E-06
  1318   0.698845E+03   0.318450E+02   0.000000E+00  -0.473708E+02   0.428602E-08   0.207576E-05  -0.345215E-06
  1319   0.699349E+03   0.317648E+02   0.000000E+00  -0.481001E+02   0.428074E-08   0.208556E-05  -0.344866E-06
  1320   0.699906E+03   0.316796E+02   0.000000E+00  -0.488198E+02   0.427547E-08   0.209460E-05  -0.342890E-06
  1321   0.700523E+03   0.315913E+02   0.000000E+00  -0.495310E+02   0.427021E-08   0.210322E-05  -0.343364E-06
  1322   0.701191E+03   0.314981E+02   0.000000E+00  -0.502318E+02   0.426496E-08   0.211131E-05  -0.342624E-06
  1323   0.701917E+03   0.314018E+02   0.000000E+00  -0.509237E+02   0.425973E-08   0.212047E-05  -0.340642E-06
  1324   0.702692E+03   0.313006E+02   0.000000E+00  -0.516046E+02   0.425450E-08   0.212790E-05  -0.341067E-06
  1325   0.703524E+03   0.311966E+02   0.000000E+00  -0.522760E+02   0.424928E-08   0.213616E-05  -0.340143E-06
  1326   0.704402E+03   0.310877E+02   0.000000E+00  -0.529358E+02   0.424407E-08   0.214478E-05  -0.338286E-06
  1327   0.705335E+03   0.309760E+02   0.000000E+00  -0.535858E+02   0.423887E-08   0.215152E-05  -0.338535E-06
  1328   0.706313E+03   0.308596E+02   0.000000E+00  -0.542236E+02   0.423369E-08   0.216022E-05  -0.337263E-06
  1329   0.707343E+03   0.307405E+02   0.000000E+00  -0.548510E+02   0.422851E-08   0.216734E-05  -0.335704E-06
  1330   0.708416E+03   0.306168E+02   0.000000E+00  -0.554657E+02   0.422334E-08   0.217515E-05  -0.335636E-06
  1331   0.709539E+03   0.304904E+02   0.000000E+00  -0.560696E+02   0.421818E-08   0.218233E-05  -0.334162E-06
  1332   0.710703E+03   0.303596E+02   0.000000E+00  -0.566603E+02   0.421304E-08   0.218975E-05  -0.332765E-06
  1333   0.711915E+03   0.302262E+02   0.000000E+00  -0.572398E+02   0.420790E-08   0.219659E-05  -0.332503E-06
  1334   0.713165E+03   0.300885E+02   0.000000E+00  -0.578056E+02   0.420278E-08   0.220406E-05  -0.330708E-06
  1335   0.714461E+03   0.299483E+02   0.000000E+00  -0.583597E+02   0.419766E-08   0.221130E-05  -0.329617E-06
  1336   0.715793E+03   0.298040E+02   0.000000E+00  -0.588997E+02   0.419255E-08   0.221733E-05  -0.329027E-06
  1337   0.717168E+03   0.296572E+02   0.000000E+00  -0.594277E+02   0.418746E-08   0.222505E-05  -0.327031E-06
  1338   0.718576E+03   0.295064E+02   0.000000E+00  -0.599411E+02   0.418237E-08   0.223084E-05  -0.326097E-06
  1339   0.720026E+03   0.293534E+02   0.000000E+00  -0.604420E+02   0.417729E-08   0.223809E-05  -0.325327E-06
  1340   0.721507E+03   0.291964E+02   0.000000E+00  -0.609280E+02   0.417223E-08   0.224392E-05  -0.322975E-06
  1341   0.723027E+03   0.290373E+02   0.000000E+00  -0.614012E+02   0.416717E-08   0.225081E-05  -0.322344E-06
  1342   0.724575E+03   0.288745E+02   0.000000E+00  -0.618591E+02   0.416213E-08   0.225632E-05  -0.321220E-06
  1343   0.726159E+03   0.287095E+02   0.000000E+00  -0.623038E+02   0.415709E-08   0.226282E-05  -0.318669E-06
  1344   0.727769E+03   0.285410E+02   0.000000E+00  -0.627328E+02   0.415206E-08   0.226864E-05  -0.318186E-06
  1345   0.729413E+03   0.283705E+02   0.000000E+00  -0.631484E+02   0.414704E-08   0.227420E-05  -0.316875E-06
  1346   0.731081E+03   0.281966E+02   0.000000E+00  -0.635480E+02   0.414204E-08   0.227969E-05  -0.314069E-06
  1347   0.732780E+03   0.280208E+02   0.000000E+00  -0.639339E+02   0.413704E-08   0.228523E-05  -0.313795E-06
  1348   0.734499E+03   0.278418E+02   0.000000E+00  -0.643034E+02   0.413205E-08   0.229092E-05  -0.312169E-06
  1349   0.736248E+03   0.276610E+02   0.000000E+00  -0.646590E+02   0.412707E-08   0.229498E-05  -0.309555E-06
  1350   0.738015E+03   0.274772E+02   0.000000E+00  -0.649980E+02   0.412210E-08   0.230103E-05  -0.309079E-06
  1351   0.739808E+03   0.272917E+02   0.000000E+00  -0.653228E+02   0.411713E-08   0.230526E-05  -0.307249E-06
  1352   0.741616E+03   0.271033E+02   0.000000E+00  -0.656309E+02   0.411218E-08   0.230964E-05  -0.304821E-06
  1353   0.743449E+03   0.269134E+02   0.000000E+00  -0.659245E+02   0.410724E-08   0.231480E-05  -0.304146E-06
  1354   0.745294E+03   0.267208E+02   0.000000E+00  -0.662011E+02   0.410231E-08   0.231897E-05  -0.302028E-06
  1355   0.747161E+03   0.265268E+02   0.000000E+00  -0.664632E+02   0.409739E-08   0.232301E-05  -0.299881E-06
