#    L    TT             EE             BB             TE             PP             TP             EP          
  4608   0.495931E+00   0.143962E-01   0.000000E+00  -0.219662E-01   0.556909E-09   0.348652E-07   0.210457E-09
  4609   0.494620E+00   0.143339E-01   0.000000E+00  -0.218036E-01   0.556711E-09   0.326400E-07   0.211062E-09
  4610   0.493308E+00   0.142721E-01   0.000000E+00  -0.216407E-01   0.556514E-09   0.394431E-07   0.212422E-09
  4611   0.491986E+00   0.142108E-01   0.000000E+00  -0.214768E-01   0.556317E-09   0.484090E-07   0.214252E-09
  4612   0.490664E+00   0.141500E-01   0.000000E+00  -0.213127E-01   0.556120E-09   0.505074E-07   0.214988E-09
  4613   0.489331E+00   0.140896E-01   0.000000E+00  -0.211477E-01   0.555923E-09   0.440638E-07   0.216520E-09
  4614   0.487998E+00   0.140298E-01   0.000000E+00  -0.209824E-01   0.555727E-09   0.360162E-07   0.218091E-09
  4615   0.486655E+00   0.139705E-01   0.000000E+00  -0.208164E-01   0.555530E-09   0.336592E-07   0.218781E-09
  4616   0.485310E+00   0.139117E-01   0.000000E+00  -0.206503E-01   0.555334E-09   0.367905E-07   0.220283E-09
  4617   0.483956E+00   0.138534E-01   0.000000E+00  -0.204835E-01   0.555138E-09   0.392677E-07   0.221697E-09
  4618   0.482603E+00   0.137957E-01   0.000000E+00  -0.203166E-01   0.554942E-09   0.372295E-07   0.222564E-09
  4619   0.481239E+00   0.137385E-01   0.000000E+00  -0.201492E-01   0.554746E-09   0.333508E-07   0.224122E-09
  4620   0.479876E+00   0.136818E-01   0.000000E+00  -0.199818E-01   0.554551E-09   0.323857E-07   0.225189E-09
  4621   0.478502E+00   0.136256E-01   0.000000E+00  -0.198139E-01   0.554355E-09   0.346581E-07   0.225983E-09
  4622   0.477131E+00   0.135700E-01   0.000000E+00  -0.196461E-01   0.554159E-09   0.363775E-07   0.227562E-09
  4623   0.475746E+00   0.135150E-01   0.000000E+00  -0.194779E-01   0.553964E-09   0.355764E-07   0.228525E-09
  4624   0.474363E+00   0.134605E-01   0.000000E+00  -0.193098E-01   0.553768E-09   0.348230E-07   0.229408E-09
  4625   0.472972E+00   0.134065E-01   0.000000E+00  -0.191415E-01   0.553573E-09   0.369837E-07   0.230883E-09
  4626   0.471578E+00   0.133531E-01   0.000000E+00  -0.189735E-01   0.553378E-09   0.405109E-07   0.231525E-09
  4627   0.470177E+00   0.133003E-01   0.000000E+00  -0.188052E-01   0.553183E-09   0.412610E-07   0.232378E-09
  4628   0.468776E+00   0.132481E-01   0.000000E+00  -0.186373E-01   0.552988E-09   0.384431E-07   0.233871E-09
  4629   0.467365E+00   0.131963E-01   0.000000E+00  -0.184693E-01   0.552793E-09   0.360235E-07   0.234453E-09
  4630   0.465958E+00   0.131452E-01   0.000000E+00  -0.183017E-01   0.552598E-09   0.382421E-07   0.235313E-09
  4631   0.464539E+00   0.130947E-01   0.000000E+00  -0.181340E-01   0.552403E-09   0.415927E-07   0.236616E-09
  4632   0.463120E+00   0.130447E-01   0.000000E+00  -0.179668E-01   0.552208E-09   0.426883E-07   0.236933E-09
  4633   0.461695E+00   0.129953E-01   0.000000E+00  -0.177997E-01   0.552013E-09   0.404181E-07   0.237823E-09
  4634   0.460269E+00   0.129465E-01   0.000000E+00  -0.176332E-01   0.551819E-09   0.380929E-07   0.239133E-09
  4635   0.458834E+00   0.128983E-01   0.000000E+00  -0.174668E-01   0.551624E-09   0.388762E-07   0.239402E-09
  4636   0.457400E+00   0.128507E-01   0.000000E+00  -0.173010E-01   0.551430E-09   0.419301E-07   0.240213E-09
  4637   0.455958E+00   0.128036E-01   0.000000E+00  -0.171355E-01   0.551236E-09   0.439734E-07   0.241174E-09
  4638   0.454518E+00   0.127572E-01   0.000000E+00  -0.169706E-01   0.551042E-09   0.431446E-07   0.241455E-09
  4639   0.453068E+00   0.127113E-01   0.000000E+00  -0.168061E-01   0.550849E-09   0.400275E-07   0.242386E-09
  4640   0.451620E+00   0.126660E-01   0.000000E+00  -0.166423E-01   0.550655E-09   0.361129E-07   0.243267E-09
  4641   0.450163E+00   0.126213E-01   0.000000E+00  -0.164789E-01   0.550461E-09   0.330636E-07   0.243566E-09
  4642   0.448707E+00   0.125772E-01   0.000000E+00  -0.163163E-01   0.550267E-09   0.330114E-07   0.244377E-09
  4643   0.447246E+00   0.125337E-01   0.000000E+00  -0.161542E-01   0.550074E-09   0.368849E-07   0.244970E-09
  4644   0.445787E+00   0.124908E-01   0.000000E+00  -0.159930E-01   0.549881E-09   0.415473E-07   0.245345E-09
  4645   0.444316E+00   0.124484E-01   0.000000E+00  -0.158324E-01   0.549687E-09   0.411985E-07   0.246270E-09
  4646   0.442852E+00   0.124067E-01   0.000000E+00  -0.156726E-01   0.549494E-09   0.342091E-07   0.246708E-09
  4647   0.441378E+00   0.123655E-01   0.000000E+00  -0.155136E-01   0.549301E-09   0.271258E-07   0.246952E-09
  4648   0.439905E+00   0.123249E-01   0.000000E+00  -0.153555E-01   0.549108E-09   0.284449E-07   0.247688E-09
  4649   0.438428E+00   0.122849E-01   0.000000E+00  -0.151982E-01   0.548915E-09   0.377488E-07   0.247937E-09
  4650   0.436953E+00   0.122455E-01   0.000000E+00  -0.150419E-01   0.548723E-09   0.444928E-07   0.248326E-09
  4651   0.435468E+00   0.122067E-01   0.000000E+00  -0.148864E-01   0.548530E-09   0.402824E-07   0.249107E-09
  4652   0.433987E+00   0.121685E-01   0.000000E+00  -0.147320E-01   0.548338E-09   0.301472E-07   0.249185E-09
  4653   0.432501E+00   0.121308E-01   0.000000E+00  -0.145785E-01   0.548145E-09   0.273180E-07   0.249413E-09
  4654   0.431016E+00   0.120937E-01   0.000000E+00  -0.144261E-01   0.547953E-09   0.367754E-07   0.250082E-09
  4655   0.429527E+00   0.120572E-01   0.000000E+00  -0.142747E-01   0.547761E-09   0.482819E-07   0.250161E-09
  4656   0.428041E+00   0.120212E-01   0.000000E+00  -0.141245E-01   0.547569E-09   0.486418E-07   0.250567E-09
  4657   0.426545E+00   0.119859E-01   0.000000E+00  -0.139754E-01   0.547377E-09   0.380425E-07   0.251192E-09
  4658   0.425055E+00   0.119511E-01   0.000000E+00  -0.138274E-01   0.547186E-09   0.295711E-07   0.251033E-09
  4659   0.423560E+00   0.119168E-01   0.000000E+00  -0.136806E-01   0.546994E-09   0.326427E-07   0.251293E-09
  4660   0.422069E+00   0.118831E-01   0.000000E+00  -0.135351E-01   0.546802E-09   0.419256E-07   0.251825E-09
  4661   0.420570E+00   0.118500E-01   0.000000E+00  -0.133907E-01   0.546610E-09   0.452834E-07   0.251836E-09
  4662   0.419076E+00   0.118174E-01   0.000000E+00  -0.132477E-01   0.546419E-09   0.393386E-07   0.252178E-09
  4663   0.417578E+00   0.117854E-01   0.000000E+00  -0.131060E-01   0.546227E-09   0.323826E-07   0.252421E-09
  4664   0.416082E+00   0.117540E-01   0.000000E+00  -0.129656E-01   0.546036E-09   0.324258E-07   0.252259E-09
  4665   0.414584E+00   0.117230E-01   0.000000E+00  -0.128265E-01   0.545845E-09   0.375268E-07   0.252529E-09
  4666   0.413088E+00   0.116926E-01   0.000000E+00  -0.126888E-01   0.545654E-09   0.404491E-07   0.252783E-09
  4667   0.411587E+00   0.116628E-01   0.000000E+00  -0.125525E-01   0.545463E-09   0.389750E-07   0.252751E-09
  4668   0.410093E+00   0.116334E-01   0.000000E+00  -0.124177E-01   0.545272E-09   0.371042E-07   0.252939E-09
  4669   0.408594E+00   0.116046E-01   0.000000E+00  -0.122843E-01   0.545081E-09   0.371911E-07   0.252830E-09
  4670   0.407098E+00   0.115764E-01   0.000000E+00  -0.121524E-01   0.544890E-09   0.362345E-07   0.252676E-09
  4671   0.405598E+00   0.115486E-01   0.000000E+00  -0.120220E-01   0.544700E-09   0.320059E-07   0.252908E-09
  4672   0.404105E+00   0.115213E-01   0.000000E+00  -0.118931E-01   0.544509E-09   0.287798E-07   0.252853E-09
  4673   0.402607E+00   0.114946E-01   0.000000E+00  -0.117658E-01   0.544319E-09   0.323976E-07   0.252685E-09
  4674   0.401116E+00   0.114683E-01   0.000000E+00  -0.116400E-01   0.544129E-09   0.409675E-07   0.252658E-09
  4675   0.399622E+00   0.114425E-01   0.000000E+00  -0.115158E-01   0.543939E-09   0.453103E-07   0.252282E-09
  4676   0.398129E+00   0.114173E-01   0.000000E+00  -0.113933E-01   0.543749E-09   0.402382E-07   0.252111E-09
  4677   0.396635E+00   0.113925E-01   0.000000E+00  -0.112723E-01   0.543559E-09   0.318306E-07   0.252193E-09
  4678   0.395148E+00   0.113682E-01   0.000000E+00  -0.111530E-01   0.543370E-09   0.302257E-07   0.251845E-09
  4679   0.393657E+00   0.113443E-01   0.000000E+00  -0.110354E-01   0.543181E-09   0.369217E-07   0.251504E-09
  4680   0.392173E+00   0.113210E-01   0.000000E+00  -0.109195E-01   0.542992E-09   0.433499E-07   0.251311E-09
  4681   0.390686E+00   0.112980E-01   0.000000E+00  -0.108052E-01   0.542802E-09   0.421555E-07   0.250839E-09
  4682   0.389203E+00   0.112756E-01   0.000000E+00  -0.106926E-01   0.542613E-09   0.359103E-07   0.250674E-09
  4683   0.387719E+00   0.112536E-01   0.000000E+00  -0.105818E-01   0.542424E-09   0.323447E-07   0.250568E-09
  4684   0.386244E+00   0.112320E-01   0.000000E+00  -0.104727E-01   0.542235E-09   0.337407E-07   0.250025E-09
  4685   0.384765E+00   0.112108E-01   0.000000E+00  -0.103653E-01   0.542046E-09   0.351455E-07   0.249583E-09
  4686   0.383290E+00   0.111901E-01   0.000000E+00  -0.102597E-01   0.541857E-09   0.328226E-07   0.249226E-09
  4687   0.381817E+00   0.111698E-01   0.000000E+00  -0.101559E-01   0.541668E-09   0.299630E-07   0.248760E-09
  4688   0.380350E+00   0.111500E-01   0.000000E+00  -0.100538E-01   0.541479E-09   0.317237E-07   0.248493E-09
  4689   0.378881E+00   0.111305E-01   0.000000E+00  -0.995360E-02   0.541290E-09   0.372893E-07   0.248047E-09
  4690   0.377418E+00   0.111114E-01   0.000000E+00  -0.985513E-02   0.541101E-09   0.406158E-07   0.247360E-09
  4691   0.375955E+00   0.110927E-01   0.000000E+00  -0.975849E-02   0.540913E-09   0.387537E-07   0.246815E-09
  4692   0.374499E+00   0.110745E-01   0.000000E+00  -0.966363E-02   0.540725E-09   0.358579E-07   0.246318E-09
  4693   0.373044E+00   0.110565E-01   0.000000E+00  -0.957064E-02   0.540536E-09   0.371153E-07   0.245819E-09
  4694   0.371596E+00   0.110390E-01   0.000000E+00  -0.947943E-02   0.540348E-09   0.411924E-07   0.245358E-09
  4695   0.370144E+00   0.110218E-01   0.000000E+00  -0.939010E-02   0.540160E-09   0.417347E-07   0.244646E-09
  4696   0.368702E+00   0.110050E-01   0.000000E+00  -0.930256E-02   0.539972E-09   0.359798E-07   0.243906E-09
  4697   0.367261E+00   0.109885E-01   0.000000E+00  -0.921692E-02   0.539784E-09   0.290349E-07   0.243327E-09
  4698   0.365825E+00   0.109724E-01   0.000000E+00  -0.913307E-02   0.539597E-09   0.281994E-07   0.242768E-09
  4699   0.364391E+00   0.109566E-01   0.000000E+00  -0.905114E-02   0.539409E-09   0.344353E-07   0.242197E-09
  4700   0.362967E+00   0.109411E-01   0.000000E+00  -0.897100E-02   0.539222E-09   0.413016E-07   0.241536E-09
  4701   0.361542E+00   0.109259E-01   0.000000E+00  -0.889279E-02   0.539034E-09   0.420059E-07   0.240696E-09
  4702   0.360123E+00   0.109111E-01   0.000000E+00  -0.881637E-02   0.538847E-09   0.361899E-07   0.239971E-09
  4703   0.358708E+00   0.108965E-01   0.000000E+00  -0.874187E-02   0.538660E-09   0.296446E-07   0.239369E-09
  4704   0.357299E+00   0.108823E-01   0.000000E+00  -0.866917E-02   0.538473E-09   0.283439E-07   0.238741E-09
  4705   0.355890E+00   0.108683E-01   0.000000E+00  -0.859841E-02   0.538286E-09   0.330887E-07   0.238006E-09
  4706   0.354493E+00   0.108546E-01   0.000000E+00  -0.852944E-02   0.538099E-09   0.392798E-07   0.237145E-09
  4707   0.353096E+00   0.108412E-01   0.000000E+00  -0.846239E-02   0.537913E-09   0.412705E-07   0.236285E-09
  4708   0.351707E+00   0.108281E-01   0.000000E+00  -0.839713E-02   0.537726E-09   0.375486E-07   0.235561E-09
  4709   0.350320E+00   0.108152E-01   0.000000E+00  -0.833381E-02   0.537540E-09   0.323367E-07   0.234846E-09
  4710   0.348943E+00   0.108025E-01   0.000000E+00  -0.827226E-02   0.537353E-09   0.315593E-07   0.234094E-09
  4711   0.347567E+00   0.107901E-01   0.000000E+00  -0.821265E-02   0.537167E-09   0.364273E-07   0.233170E-09
  4712   0.346201E+00   0.107779E-01   0.000000E+00  -0.815480E-02   0.536980E-09   0.415015E-07   0.232185E-09
  4713   0.344837E+00   0.107659E-01   0.000000E+00  -0.809888E-02   0.536794E-09   0.402815E-07   0.231333E-09
  4714   0.343480E+00   0.107542E-01   0.000000E+00  -0.804472E-02   0.536608E-09   0.328937E-07   0.230527E-09
  4715   0.342128E+00   0.107426E-01   0.000000E+00  -0.799248E-02   0.536422E-09   0.267134E-07   0.229637E-09
  4716   0.340783E+00   0.107313E-01   0.000000E+00  -0.794199E-02   0.536236E-09   0.282860E-07   0.228677E-09
  4717   0.339443E+00   0.107201E-01   0.000000E+00  -0.789341E-02   0.536051E-09   0.357009E-07   0.227545E-09
  4718   0.338114E+00   0.107091E-01   0.000000E+00  -0.784655E-02   0.535865E-09   0.408385E-07   0.226503E-09
  4719   0.336783E+00   0.106983E-01   0.000000E+00  -0.780160E-02   0.535680E-09   0.389362E-07   0.225589E-09
  4720   0.335463E+00   0.106876E-01   0.000000E+00  -0.775835E-02   0.535494E-09   0.338816E-07   0.224583E-09
  4721   0.334147E+00   0.106771E-01   0.000000E+00  -0.771699E-02   0.535309E-09   0.328278E-07   0.223537E-09
  4722   0.332841E+00   0.106668E-01   0.000000E+00  -0.767732E-02   0.535124E-09   0.371144E-07   0.222424E-09
  4723   0.331543E+00   0.106566E-01   0.000000E+00  -0.763939E-02   0.534939E-09   0.408578E-07   0.221211E-09
  4724   0.330246E+00   0.106464E-01   0.000000E+00  -0.760337E-02   0.534754E-09   0.385174E-07   0.220194E-09
  4725   0.328958E+00   0.106365E-01   0.000000E+00  -0.756896E-02   0.534569E-09   0.315942E-07   0.219229E-09
  4726   0.327677E+00   0.106266E-01   0.000000E+00  -0.753641E-02   0.534384E-09   0.265242E-07   0.218010E-09
  4727   0.326402E+00   0.106169E-01   0.000000E+00  -0.750545E-02   0.534199E-09   0.271229E-07   0.216911E-09
  4728   0.325137E+00   0.106072E-01   0.000000E+00  -0.747635E-02   0.534014E-09   0.309846E-07   0.215671E-09
  4729   0.323878E+00   0.105977E-01   0.000000E+00  -0.744881E-02   0.533829E-09   0.334448E-07   0.214379E-09
  4730   0.322623E+00   0.105882E-01   0.000000E+00  -0.742307E-02   0.533644E-09   0.332486E-07   0.213381E-09
  4731   0.321380E+00   0.105788E-01   0.000000E+00  -0.739887E-02   0.533460E-09   0.331551E-07   0.212227E-09
  4732   0.320142E+00   0.105695E-01   0.000000E+00  -0.737645E-02   0.533275E-09   0.356938E-07   0.210802E-09
  4733   0.318908E+00   0.105602E-01   0.000000E+00  -0.735554E-02   0.533091E-09   0.396495E-07   0.209657E-09
  4734   0.317685E+00   0.105510E-01   0.000000E+00  -0.733637E-02   0.532907E-09   0.412238E-07   0.208311E-09
  4735   0.316469E+00   0.105418E-01   0.000000E+00  -0.731869E-02   0.532723E-09   0.384158E-07   0.206994E-09
  4736   0.315259E+00   0.105327E-01   0.000000E+00  -0.730269E-02   0.532539E-09   0.337558E-07   0.205902E-09
  4737   0.314059E+00   0.105236E-01   0.000000E+00  -0.728815E-02   0.532355E-09   0.323200E-07   0.204547E-09
  4738   0.312864E+00   0.105145E-01   0.000000E+00  -0.727528E-02   0.532172E-09   0.363973E-07   0.203094E-09
  4739   0.311680E+00   0.105054E-01   0.000000E+00  -0.726382E-02   0.531988E-09   0.428662E-07   0.201894E-09
  4740   0.310503E+00   0.104963E-01   0.000000E+00  -0.725398E-02   0.531805E-09   0.430254E-07   0.200467E-09
  4741   0.309329E+00   0.104873E-01   0.000000E+00  -0.724553E-02   0.531622E-09   0.349562E-07   0.199202E-09
  4742   0.308168E+00   0.104782E-01   0.000000E+00  -0.723865E-02   0.531439E-09   0.261847E-07   0.198001E-09
  4743   0.307014E+00   0.104691E-01   0.000000E+00  -0.723312E-02   0.531257E-09   0.269899E-07   0.196489E-09
  4744   0.305867E+00   0.104600E-01   0.000000E+00  -0.722913E-02   0.531074E-09   0.379683E-07   0.195123E-09
  4745   0.304733E+00   0.104509E-01   0.000000E+00  -0.722645E-02   0.530891E-09   0.469700E-07   0.193884E-09
  4746   0.303600E+00   0.104417E-01   0.000000E+00  -0.722527E-02   0.530708E-09   0.417869E-07   0.192359E-09
  4747   0.302476E+00   0.104325E-01   0.000000E+00  -0.722535E-02   0.530526E-09   0.255000E-07   0.191156E-09
  4748   0.301363E+00   0.104232E-01   0.000000E+00  -0.722687E-02   0.530343E-09   0.151228E-07   0.189828E-09
  4749   0.300255E+00   0.104139E-01   0.000000E+00  -0.722964E-02   0.530161E-09   0.226007E-07   0.188209E-09
  4750   0.299158E+00   0.104045E-01   0.000000E+00  -0.723380E-02   0.529978E-09   0.398790E-07   0.186956E-09
  4751   0.298071E+00   0.103951E-01   0.000000E+00  -0.723915E-02   0.529796E-09   0.472955E-07   0.185651E-09
  4752   0.296988E+00   0.103855E-01   0.000000E+00  -0.724585E-02   0.529613E-09   0.367643E-07   0.184034E-09
  4753   0.295918E+00   0.103760E-01   0.000000E+00  -0.725371E-02   0.529431E-09   0.216670E-07   0.182898E-09
  4754   0.294850E+00   0.103663E-01   0.000000E+00  -0.726292E-02   0.529249E-09   0.206262E-07   0.181444E-09
  4755   0.293794E+00   0.103565E-01   0.000000E+00  -0.727312E-02   0.529067E-09   0.348468E-07   0.179726E-09
  4756   0.292750E+00   0.103466E-01   0.000000E+00  -0.728470E-02   0.528885E-09   0.470920E-07   0.178575E-09
  4757   0.291709E+00   0.103366E-01   0.000000E+00  -0.729722E-02   0.528703E-09   0.433664E-07   0.177126E-09
  4758   0.290676E+00   0.103265E-01   0.000000E+00  -0.731108E-02   0.528521E-09   0.298124E-07   0.175448E-09
  4759   0.289657E+00   0.103163E-01   0.000000E+00  -0.732582E-02   0.528339E-09   0.239071E-07   0.174250E-09
  4760   0.288639E+00   0.103059E-01   0.000000E+00  -0.734185E-02   0.528158E-09   0.321027E-07   0.172624E-09
  4761   0.287639E+00   0.102955E-01   0.000000E+00  -0.735873E-02   0.527976E-09   0.427574E-07   0.170991E-09
  4762   0.286642E+00   0.102848E-01   0.000000E+00  -0.737685E-02   0.527795E-09   0.422741E-07   0.169727E-09
  4763   0.285651E+00   0.102741E-01   0.000000E+00  -0.739576E-02   0.527614E-09   0.325746E-07   0.168113E-09
  4764   0.284673E+00   0.102632E-01   0.000000E+00  -0.741586E-02   0.527433E-09   0.275395E-07   0.166543E-09
  4765   0.283701E+00   0.102522E-01   0.000000E+00  -0.743672E-02   0.527252E-09   0.342630E-07   0.165237E-09
  4766   0.282738E+00   0.102410E-01   0.000000E+00  -0.745870E-02   0.527072E-09   0.440219E-07   0.163476E-09
  4767   0.281790E+00   0.102296E-01   0.000000E+00  -0.748139E-02   0.526891E-09   0.439535E-07   0.162016E-09
  4768   0.280838E+00   0.102181E-01   0.000000E+00  -0.750517E-02   0.526710E-09   0.333678E-07   0.160666E-09
  4769   0.279901E+00   0.102064E-01   0.000000E+00  -0.752959E-02   0.526530E-09   0.241077E-07   0.158903E-09
  4770   0.278975E+00   0.101945E-01   0.000000E+00  -0.755505E-02   0.526349E-09   0.257102E-07   0.157486E-09
  4771   0.278051E+00   0.101825E-01   0.000000E+00  -0.758110E-02   0.526169E-09   0.346396E-07   0.156068E-09
  4772   0.277140E+00   0.101702E-01   0.000000E+00  -0.760814E-02   0.525988E-09   0.398212E-07   0.154192E-09
  4773   0.276238E+00   0.101578E-01   0.000000E+00  -0.763572E-02   0.525808E-09   0.359814E-07   0.152870E-09
  4774   0.275339E+00   0.101452E-01   0.000000E+00  -0.766424E-02   0.525628E-09   0.285288E-07   0.151376E-09
  4775   0.274458E+00   0.101324E-01   0.000000E+00  -0.769325E-02   0.525448E-09   0.261176E-07   0.149494E-09
  4776   0.273576E+00   0.101193E-01   0.000000E+00  -0.772313E-02   0.525267E-09   0.310504E-07   0.148181E-09
  4777   0.272707E+00   0.101062E-01   0.000000E+00  -0.775345E-02   0.525087E-09   0.377853E-07   0.146611E-09
  4778   0.271850E+00   0.100927E-01   0.000000E+00  -0.778459E-02   0.524907E-09   0.392787E-07   0.144627E-09
  4779   0.270992E+00   0.100791E-01   0.000000E+00  -0.781613E-02   0.524728E-09   0.337838E-07   0.143444E-09
  4780   0.270147E+00   0.100653E-01   0.000000E+00  -0.784843E-02   0.524548E-09   0.262744E-07   0.141807E-09
  4781   0.269314E+00   0.100512E-01   0.000000E+00  -0.788108E-02   0.524369E-09   0.240904E-07   0.139904E-09
  4782   0.268481E+00   0.100369E-01   0.000000E+00  -0.791442E-02   0.524190E-09   0.301538E-07   0.138682E-09
  4783   0.267668E+00   0.100225E-01   0.000000E+00  -0.794807E-02   0.524010E-09   0.394429E-07   0.136990E-09
  4784   0.266854E+00   0.100077E-01   0.000000E+00  -0.798236E-02   0.523831E-09   0.430118E-07   0.135151E-09
  4785   0.266046E+00   0.999281E-02   0.000000E+00  -0.801690E-02   0.523652E-09   0.371872E-07   0.133937E-09
  4786   0.265253E+00   0.997760E-02   0.000000E+00  -0.805203E-02   0.523473E-09   0.284109E-07   0.132179E-09
  4787   0.264463E+00   0.996223E-02   0.000000E+00  -0.808737E-02   0.523295E-09   0.267705E-07   0.130486E-09
  4788   0.263684E+00   0.994656E-02   0.000000E+00  -0.812325E-02   0.523116E-09   0.339978E-07   0.129157E-09
  4789   0.262917E+00   0.993072E-02   0.000000E+00  -0.815927E-02   0.522937E-09   0.405011E-07   0.127344E-09
  4790   0.262147E+00   0.991458E-02   0.000000E+00  -0.819579E-02   0.522759E-09   0.367398E-07   0.125763E-09
  4791   0.261397E+00   0.989826E-02   0.000000E+00  -0.823240E-02   0.522581E-09   0.259644E-07   0.124464E-09
  4792   0.260651E+00   0.988164E-02   0.000000E+00  -0.826945E-02   0.522402E-09   0.215964E-07   0.122587E-09
  4793   0.259906E+00   0.986485E-02   0.000000E+00  -0.830655E-02   0.522224E-09   0.308882E-07   0.121158E-09
  4794   0.259178E+00   0.984774E-02   0.000000E+00  -0.834403E-02   0.522046E-09   0.448454E-07   0.119748E-09
  4795   0.258455E+00   0.983045E-02   0.000000E+00  -0.838151E-02   0.521868E-09   0.481588E-07   0.117847E-09
  4796   0.257733E+00   0.981285E-02   0.000000E+00  -0.841932E-02   0.521690E-09   0.376656E-07   0.116517E-09
  4797   0.257030E+00   0.979507E-02   0.000000E+00  -0.845709E-02   0.521512E-09   0.262416E-07   0.115110E-09
  4798   0.256324E+00   0.977697E-02   0.000000E+00  -0.849513E-02   0.521334E-09   0.268553E-07   0.113131E-09
  4799   0.255632E+00   0.975869E-02   0.000000E+00  -0.853309E-02   0.521157E-09   0.367854E-07   0.111865E-09
  4800   0.254949E+00   0.974009E-02   0.000000E+00  -0.857127E-02   0.520979E-09   0.417941E-07   0.110309E-09
  4801   0.254266E+00   0.972131E-02   0.000000E+00  -0.860932E-02   0.520801E-09   0.346300E-07   0.108324E-09
  4802   0.253597E+00   0.970220E-02   0.000000E+00  -0.864754E-02   0.520624E-09   0.240192E-07   0.107157E-09
  4803   0.252934E+00   0.968291E-02   0.000000E+00  -0.868559E-02   0.520446E-09   0.231004E-07   0.105576E-09
  4804   0.252273E+00   0.966329E-02   0.000000E+00  -0.872376E-02   0.520269E-09   0.326166E-07   0.103517E-09
  4805   0.251633E+00   0.964349E-02   0.000000E+00  -0.876172E-02   0.520092E-09   0.402710E-07   0.102414E-09
  4806   0.250987E+00   0.962337E-02   0.000000E+00  -0.879975E-02   0.519915E-09   0.363964E-07   0.100728E-09
  4807   0.250348E+00   0.960305E-02   0.000000E+00  -0.883752E-02   0.519738E-09   0.257990E-07   0.988692E-10
  4808   0.249725E+00   0.958242E-02   0.000000E+00  -0.887532E-02   0.519561E-09   0.213356E-07   0.977314E-10
  4809   0.249100E+00   0.956160E-02   0.000000E+00  -0.891282E-02   0.519385E-09   0.281623E-07   0.960053E-10
  4810   0.248485E+00   0.954046E-02   0.000000E+00  -0.895030E-02   0.519208E-09   0.381786E-07   0.942140E-10
  4811   0.247883E+00   0.951913E-02   0.000000E+00  -0.898744E-02   0.519031E-09   0.404199E-07   0.930291E-10
  4812   0.247276E+00   0.949748E-02   0.000000E+00  -0.902451E-02   0.518855E-09   0.337936E-07   0.912339E-10
  4813   0.246686E+00   0.947564E-02   0.000000E+00  -0.906121E-02   0.518678E-09   0.272775E-07   0.896528E-10
  4814   0.246099E+00   0.945349E-02   0.000000E+00  -0.909779E-02   0.518502E-09   0.286043E-07   0.883843E-10
  4815   0.245513E+00   0.943115E-02   0.000000E+00  -0.913396E-02   0.518326E-09   0.354971E-07   0.865023E-10
  4816   0.244944E+00   0.940850E-02   0.000000E+00  -0.916997E-02   0.518150E-09   0.390007E-07   0.849974E-10
  4817   0.244373E+00   0.938566E-02   0.000000E+00  -0.920553E-02   0.517974E-09   0.341769E-07   0.836819E-10
  4818   0.243809E+00   0.936251E-02   0.000000E+00  -0.924088E-02   0.517798E-09   0.259030E-07   0.817396E-10
  4819   0.243261E+00   0.933918E-02   0.000000E+00  -0.927575E-02   0.517623E-09   0.237055E-07   0.804146E-10
  4820   0.242704E+00   0.931554E-02   0.000000E+00  -0.931037E-02   0.517447E-09   0.313335E-07   0.789975E-10
  4821   0.242163E+00   0.929173E-02   0.000000E+00  -0.934447E-02   0.517271E-09   0.422335E-07   0.770218E-10
  4822   0.241630E+00   0.926761E-02   0.000000E+00  -0.937829E-02   0.517096E-09   0.459676E-07   0.757724E-10
  4823   0.241091E+00   0.924332E-02   0.000000E+00  -0.941155E-02   0.516920E-09   0.393017E-07   0.743397E-10
  4824   0.240567E+00   0.921872E-02   0.000000E+00  -0.944448E-02   0.516745E-09   0.300580E-07   0.723392E-10
  4825   0.240048E+00   0.919395E-02   0.000000E+00  -0.947682E-02   0.516570E-09   0.287081E-07   0.712322E-10
  4826   0.239530E+00   0.916889E-02   0.000000E+00  -0.950880E-02   0.516394E-09   0.361715E-07   0.696936E-10
  4827   0.239029E+00   0.914366E-02   0.000000E+00  -0.954015E-02   0.516219E-09   0.420144E-07   0.676754E-10
  4828   0.238521E+00   0.911814E-02   0.000000E+00  -0.957111E-02   0.516044E-09   0.363874E-07   0.666607E-10
  4829   0.238021E+00   0.909246E-02   0.000000E+00  -0.960142E-02   0.515869E-09   0.226125E-07   0.650991E-10
  4830   0.237534E+00   0.906650E-02   0.000000E+00  -0.963129E-02   0.515694E-09   0.148140E-07   0.631791E-10
  4831   0.237041E+00   0.904037E-02   0.000000E+00  -0.966049E-02   0.515520E-09   0.219108E-07   0.622017E-10
  4832   0.236560E+00   0.901397E-02   0.000000E+00  -0.968922E-02   0.515345E-09   0.365188E-07   0.605614E-10
  4833   0.236088E+00   0.898741E-02   0.000000E+00  -0.971725E-02   0.515171E-09   0.429085E-07   0.588341E-10
  4834   0.235607E+00   0.896059E-02   0.000000E+00  -0.974477E-02   0.514997E-09   0.352866E-07   0.577921E-10
  4835   0.235146E+00   0.893361E-02   0.000000E+00  -0.977157E-02   0.514822E-09   0.244195E-07   0.561396E-10
  4836   0.234684E+00   0.890637E-02   0.000000E+00  -0.979783E-02   0.514648E-09   0.242202E-07   0.545817E-10
