#    L    TT             EE             BB             TE             PP             TP             EP          
   779   0.246632E+04   0.200344E+02   0.186573E-03  -0.122783E+03   0.992652E-08   0.116108E-04  -0.738172E-06
   780   0.247266E+04   0.197646E+02   0.185738E-03  -0.121663E+03   0.990703E-08   0.115552E-04  -0.725253E-06
   781   0.247888E+04   0.194962E+02   0.184887E-03  -0.120511E+03   0.988760E-08   0.115569E-04  -0.714927E-06
   782   0.248500E+04   0.192318E+02   0.184054E-03  -0.119340E+03   0.986824E-08   0.115703E-04  -0.702668E-06
   783   0.249082E+04   0.189696E+02   0.183215E-03  -0.118126E+03   0.984893E-08   0.115736E-04  -0.692201E-06
   784   0.249657E+04   0.187103E+02   0.182396E-03  -0.116883E+03   0.982968E-08   0.115899E-04  -0.688270E-06
   785   0.250217E+04   0.184528E+02   0.181554E-03  -0.115605E+03   0.981050E-08   0.115825E-04  -0.681297E-06
   786   0.250769E+04   0.181995E+02   0.180737E-03  -0.114313E+03   0.979137E-08   0.115612E-04  -0.671990E-06
   787   0.251293E+04   0.179493E+02   0.179909E-03  -0.112984E+03   0.977230E-08   0.115429E-04  -0.665829E-06
   788   0.251804E+04   0.177026E+02   0.179111E-03  -0.111624E+03   0.975329E-08   0.114791E-04  -0.653892E-06
   789   0.252298E+04   0.174580E+02   0.178289E-03  -0.110231E+03   0.973433E-08   0.114041E-04  -0.637398E-06
   790   0.252787E+04   0.172178E+02   0.177491E-03  -0.108824E+03   0.971544E-08   0.114167E-04  -0.628337E-06
   791   0.253246E+04   0.169813E+02   0.176686E-03  -0.107386E+03   0.969660E-08   0.114425E-04  -0.617936E-06
   792   0.253689E+04   0.167490E+02   0.175911E-03  -0.105920E+03   0.967782E-08   0.114407E-04  -0.606632E-06
   793   0.254114E+04   0.165192E+02   0.175121E-03  -0.104421E+03   0.965909E-08   0.114480E-04  -0.602783E-06
   794   0.254534E+04   0.162938E+02   0.174347E-03  -0.102908E+03   0.964043E-08   0.114291E-04  -0.596699E-06
   795   0.254926E+04   0.160728E+02   0.173573E-03  -0.101369E+03   0.962181E-08   0.113851E-04  -0.585783E-06
   796   0.255299E+04   0.158566E+02   0.172822E-03  -0.998069E+02   0.960326E-08   0.113624E-04  -0.577434E-06
   797   0.255649E+04   0.156435E+02   0.172074E-03  -0.982102E+02   0.958475E-08   0.113089E-04  -0.565685E-06
   798   0.255994E+04   0.154347E+02   0.171329E-03  -0.965986E+02   0.956631E-08   0.112385E-04  -0.550098E-06
   799   0.256316E+04   0.152306E+02   0.170594E-03  -0.949684E+02   0.954792E-08   0.112290E-04  -0.538621E-06
   800   0.256618E+04   0.150320E+02   0.169871E-03  -0.933193E+02   0.952958E-08   0.112616E-04  -0.529745E-06
   801   0.256890E+04   0.148372E+02   0.169169E-03  -0.916363E+02   0.951130E-08   0.112647E-04  -0.520073E-06
   802   0.257157E+04   0.146469E+02   0.168460E-03  -0.899379E+02   0.949308E-08   0.112485E-04  -0.513581E-06
   803   0.257403E+04   0.144612E+02   0.167769E-03  -0.882227E+02   0.947490E-08   0.112188E-04  -0.507833E-06
   804   0.257630E+04   0.142816E+02   0.167080E-03  -0.864961E+02   0.945678E-08   0.111705E-04  -0.497729E-06
   805   0.257826E+04   0.141067E+02   0.166423E-03  -0.847402E+02   0.943871E-08   0.111260E-04  -0.486159E-06
   806   0.258011E+04   0.139364E+02   0.165756E-03  -0.829662E+02   0.942070E-08   0.110897E-04  -0.475186E-06
   807   0.258176E+04   0.137706E+02   0.165113E-03  -0.811755E+02   0.940274E-08   0.110264E-04  -0.460802E-06
   808   0.258326E+04   0.136111E+02   0.164464E-03  -0.793797E+02   0.938484E-08   0.109905E-04  -0.447290E-06
   809   0.258445E+04   0.134572E+02   0.163850E-03  -0.775616E+02   0.936698E-08   0.110206E-04  -0.439220E-06
   810   0.258545E+04   0.133085E+02   0.163233E-03  -0.757248E+02   0.934918E-08   0.110352E-04  -0.430977E-06
   811   0.258626E+04   0.131642E+02   0.162637E-03  -0.738703E+02   0.933143E-08   0.110012E-04  -0.422363E-06
   812   0.258697E+04   0.130260E+02   0.162035E-03  -0.720140E+02   0.931373E-08   0.109739E-04  -0.417236E-06
   813   0.258736E+04   0.128940E+02   0.161462E-03  -0.701434E+02   0.929609E-08   0.109202E-04  -0.407934E-06
   814   0.258754E+04   0.127680E+02   0.160897E-03  -0.682575E+02   0.927849E-08   0.108578E-04  -0.394553E-06
   815   0.258748E+04   0.126466E+02   0.160347E-03  -0.663522E+02   0.926096E-08   0.108362E-04  -0.384106E-06
   816   0.258734E+04   0.125309E+02   0.159801E-03  -0.644444E+02   0.924347E-08   0.107843E-04  -0.370842E-06
   817   0.258693E+04   0.124216E+02   0.159266E-03  -0.625304E+02   0.922603E-08   0.107226E-04  -0.356178E-06
   818   0.258630E+04   0.123190E+02   0.158753E-03  -0.606080E+02   0.920864E-08   0.107441E-04  -0.347830E-06
   819   0.258538E+04   0.122217E+02   0.158248E-03  -0.586663E+02   0.919130E-08   0.107645E-04  -0.340110E-06
   820   0.258435E+04   0.121298E+02   0.157759E-03  -0.567190E+02   0.917401E-08   0.107336E-04  -0.331464E-06
   821   0.258312E+04   0.120440E+02   0.157266E-03  -0.547698E+02   0.915678E-08   0.106958E-04  -0.325363E-06
   822   0.258169E+04   0.119653E+02   0.156803E-03  -0.528207E+02   0.913959E-08   0.106422E-04  -0.317032E-06
   823   0.257992E+04   0.118928E+02   0.156341E-03  -0.508574E+02   0.912245E-08   0.105761E-04  -0.304680E-06
   824   0.257801E+04   0.118259E+02   0.155906E-03  -0.488856E+02   0.910536E-08   0.105408E-04  -0.292824E-06
   825   0.257591E+04   0.117644E+02   0.155460E-03  -0.469110E+02   0.908831E-08   0.104967E-04  -0.280311E-06
   826   0.257366E+04   0.117100E+02   0.155042E-03  -0.449428E+02   0.907132E-08   0.104335E-04  -0.266491E-06
   827   0.257110E+04   0.116626E+02   0.154622E-03  -0.429702E+02   0.905438E-08   0.104150E-04  -0.255698E-06
   828   0.256833E+04   0.116213E+02   0.154234E-03  -0.409900E+02   0.903748E-08   0.104373E-04  -0.248090E-06
   829   0.256533E+04   0.115854E+02   0.153838E-03  -0.390035E+02   0.902063E-08   0.104224E-04  -0.240225E-06
   830   0.256224E+04   0.115558E+02   0.153462E-03  -0.370246E+02   0.900383E-08   0.103731E-04  -0.232832E-06
   831   0.255889E+04   0.115333E+02   0.153085E-03  -0.350507E+02   0.898708E-08   0.103213E-04  -0.225589E-06
   832   0.255530E+04   0.115179E+02   0.152734E-03  -0.330763E+02   0.897037E-08   0.102569E-04  -0.214936E-06
   833   0.255150E+04   0.115083E+02   0.152388E-03  -0.310964E+02   0.895371E-08   0.102031E-04  -0.202394E-06
   834   0.254748E+04   0.115042E+02   0.152051E-03  -0.291166E+02   0.893710E-08   0.101704E-04  -0.190642E-06
   835   0.254338E+04   0.115069E+02   0.151719E-03  -0.271499E+02   0.892054E-08   0.101086E-04  -0.177481E-06
   836   0.253894E+04   0.115169E+02   0.151396E-03  -0.251892E+02   0.890402E-08   0.100518E-04  -0.164870E-06
   837   0.253434E+04   0.115337E+02   0.151094E-03  -0.232298E+02   0.888755E-08   0.100730E-04  -0.156741E-06
   838   0.252944E+04   0.115560E+02   0.150792E-03  -0.212674E+02   0.887113E-08   0.100733E-04  -0.149165E-06
   839   0.252449E+04   0.115842E+02   0.150505E-03  -0.193151E+02   0.885475E-08   0.100199E-04  -0.141174E-06
   840   0.251929E+04   0.116193E+02   0.150208E-03  -0.173763E+02   0.883842E-08   0.998153E-05  -0.134989E-06
   841   0.251393E+04   0.116618E+02   0.149942E-03  -0.154485E+02   0.882214E-08   0.992085E-05  -0.126038E-06
   842   0.250822E+04   0.117107E+02   0.149667E-03  -0.135211E+02   0.880590E-08   0.984740E-05  -0.114224E-06
   843   0.250242E+04   0.117652E+02   0.149421E-03  -0.115984E+02   0.878971E-08   0.982100E-05  -0.103062E-06
   844   0.249641E+04   0.118255E+02   0.149153E-03  -0.968854E+01   0.877356E-08   0.976211E-05  -0.903887E-07
   845   0.249030E+04   0.118929E+02   0.148914E-03  -0.779755E+01   0.875746E-08   0.968526E-05  -0.772357E-07
   846   0.248386E+04   0.119675E+02   0.148663E-03  -0.591776E+01   0.874140E-08   0.967519E-05  -0.672639E-07
   847   0.247727E+04   0.120483E+02   0.148443E-03  -0.404290E+01   0.872539E-08   0.968601E-05  -0.590965E-07
   848   0.247044E+04   0.121344E+02   0.148207E-03  -0.217573E+01   0.870941E-08   0.965161E-05  -0.514851E-07
   849   0.246356E+04   0.122264E+02   0.147989E-03  -0.326956E+00   0.869349E-08   0.960673E-05  -0.450114E-07
   850   0.245643E+04   0.123254E+02   0.147762E-03   0.150065E+01   0.867761E-08   0.954980E-05  -0.376935E-07
   851   0.244913E+04   0.124315E+02   0.147554E-03   0.331438E+01   0.866177E-08   0.950731E-05  -0.283481E-07
   852   0.244154E+04   0.125435E+02   0.147346E-03   0.512023E+01   0.864597E-08   0.940679E-05  -0.173784E-07
   853   0.243389E+04   0.126607E+02   0.147143E-03   0.691438E+01   0.863022E-08   0.938970E-05  -0.583816E-08
   854   0.242603E+04   0.127836E+02   0.146941E-03   0.868634E+01   0.861451E-08   0.930370E-05   0.704885E-08
   855   0.241808E+04   0.129134E+02   0.146735E-03   0.104346E+02   0.859885E-08   0.927453E-05   0.183865E-07
   856   0.240984E+04   0.130499E+02   0.146548E-03   0.121654E+02   0.858323E-08   0.924704E-05   0.280676E-07
   857   0.240146E+04   0.131922E+02   0.146351E-03   0.138862E+02   0.856765E-08   0.923426E-05   0.360211E-07
   858   0.239288E+04   0.133393E+02   0.146173E-03   0.155910E+02   0.855211E-08   0.917540E-05   0.432312E-07
   859   0.238426E+04   0.134919E+02   0.145970E-03   0.172718E+02   0.853662E-08   0.915391E-05   0.491585E-07
   860   0.237542E+04   0.136511E+02   0.145795E-03   0.189243E+02   0.852116E-08   0.911937E-05   0.563124E-07
   861   0.236642E+04   0.138170E+02   0.145595E-03   0.205580E+02   0.850575E-08   0.901742E-05   0.652898E-07
   862   0.235718E+04   0.139882E+02   0.145430E-03   0.221767E+02   0.849039E-08   0.899167E-05   0.752118E-07
   863   0.234788E+04   0.141639E+02   0.145232E-03   0.237790E+02   0.847506E-08   0.890502E-05   0.869327E-07
   864   0.233842E+04   0.143448E+02   0.145062E-03   0.253527E+02   0.845978E-08   0.885131E-05   0.986892E-07
   865   0.232888E+04   0.145319E+02   0.144861E-03   0.268975E+02   0.844454E-08   0.880946E-05   0.109842E-06
   866   0.231909E+04   0.147253E+02   0.144691E-03   0.284173E+02   0.842934E-08   0.880569E-05   0.119161E-06
   867   0.230917E+04   0.149239E+02   0.144498E-03   0.299218E+02   0.841418E-08   0.874833E-05   0.127394E-06
   868   0.229908E+04   0.151266E+02   0.144325E-03   0.314052E+02   0.839906E-08   0.872838E-05   0.133810E-06
   869   0.228897E+04   0.153340E+02   0.144129E-03   0.328615E+02   0.838398E-08   0.870299E-05   0.140031E-06
   870   0.227869E+04   0.155470E+02   0.143943E-03   0.342828E+02   0.836894E-08   0.862464E-05   0.146529E-06
   871   0.226829E+04   0.157661E+02   0.143750E-03   0.356784E+02   0.835395E-08   0.859420E-05   0.154364E-06
   872   0.225767E+04   0.159901E+02   0.143560E-03   0.370522E+02   0.833899E-08   0.850446E-05   0.164040E-06
   873   0.224697E+04   0.162181E+02   0.143373E-03   0.384069E+02   0.832408E-08   0.845098E-05   0.174500E-06
   874   0.223617E+04   0.164498E+02   0.143168E-03   0.397305E+02   0.830920E-08   0.836841E-05   0.186004E-06
   875   0.222533E+04   0.166867E+02   0.142975E-03   0.410206E+02   0.829437E-08   0.835913E-05   0.196825E-06
   876   0.221429E+04   0.169291E+02   0.142758E-03   0.422768E+02   0.827957E-08   0.828955E-05   0.206604E-06
   877   0.220315E+04   0.171765E+02   0.142569E-03   0.435114E+02   0.826481E-08   0.826308E-05   0.214558E-06
   878   0.219184E+04   0.174273E+02   0.142345E-03   0.447220E+02   0.825010E-08   0.823754E-05   0.221559E-06
   879   0.218052E+04   0.176814E+02   0.142151E-03   0.459057E+02   0.823541E-08   0.819685E-05   0.227045E-06
   880   0.216910E+04   0.179396E+02   0.141911E-03   0.470506E+02   0.822077E-08   0.815126E-05   0.232663E-06
   881   0.215761E+04   0.182029E+02   0.141707E-03   0.481618E+02   0.820617E-08   0.808448E-05   0.239678E-06
   882   0.214593E+04   0.184708E+02   0.141462E-03   0.492426E+02   0.819161E-08   0.803622E-05   0.247291E-06
   883   0.213418E+04   0.187422E+02   0.141255E-03   0.503021E+02   0.817709E-08   0.793208E-05   0.256402E-06
   884   0.212233E+04   0.190160E+02   0.141003E-03   0.513316E+02   0.816260E-08   0.790507E-05   0.266837E-06
   885   0.211049E+04   0.192932E+02   0.140778E-03   0.523271E+02   0.814815E-08   0.782994E-05   0.277438E-06
   886   0.209853E+04   0.195744E+02   0.140516E-03   0.532811E+02   0.813375E-08   0.778045E-05   0.286481E-06
   887   0.208651E+04   0.198602E+02   0.140278E-03   0.542044E+02   0.811937E-08   0.774726E-05   0.295860E-06
   888   0.207432E+04   0.201492E+02   0.140017E-03   0.550992E+02   0.810504E-08   0.771082E-05   0.302803E-06
   889   0.206211E+04   0.204405E+02   0.139765E-03   0.559697E+02   0.809075E-08   0.767001E-05   0.307893E-06
   890   0.204985E+04   0.207337E+02   0.139498E-03   0.568038E+02   0.807649E-08   0.763606E-05   0.313748E-06
   891   0.203759E+04   0.210302E+02   0.139223E-03   0.575999E+02   0.806227E-08   0.760399E-05   0.319163E-06
   892   0.202522E+04   0.213305E+02   0.138951E-03   0.583557E+02   0.804809E-08   0.751000E-05   0.324477E-06
   893   0.201279E+04   0.216342E+02   0.138661E-03   0.590835E+02   0.803394E-08   0.747955E-05   0.332379E-06
   894   0.200024E+04   0.219398E+02   0.138389E-03   0.597827E+02   0.801984E-08   0.739612E-05   0.341394E-06
   895   0.198772E+04   0.222468E+02   0.138082E-03   0.604533E+02   0.800577E-08   0.733622E-05   0.349920E-06
   896   0.197516E+04   0.225555E+02   0.137800E-03   0.610829E+02   0.799174E-08   0.726868E-05   0.360172E-06
   897   0.196261E+04   0.228673E+02   0.137473E-03   0.616738E+02   0.797774E-08   0.723533E-05   0.369452E-06
   898   0.194995E+04   0.231820E+02   0.137185E-03   0.622265E+02   0.796378E-08   0.718180E-05   0.376805E-06
   899   0.193725E+04   0.234990E+02   0.136849E-03   0.627529E+02   0.794986E-08   0.714777E-05   0.383530E-06
   900   0.192455E+04   0.238171E+02   0.136553E-03   0.632530E+02   0.793597E-08   0.712131E-05   0.389585E-06
   901   0.191179E+04   0.241352E+02   0.136205E-03   0.637130E+02   0.792212E-08   0.705452E-05   0.393625E-06
   902   0.189911E+04   0.244555E+02   0.135891E-03   0.641377E+02   0.790830E-08   0.702613E-05   0.398061E-06
   903   0.188635E+04   0.247776E+02   0.135533E-03   0.645165E+02   0.789453E-08   0.695744E-05   0.403988E-06
   904   0.187359E+04   0.251024E+02   0.135206E-03   0.648672E+02   0.788078E-08   0.690850E-05   0.409656E-06
   905   0.186073E+04   0.254276E+02   0.134847E-03   0.651841E+02   0.786707E-08   0.681967E-05   0.416674E-06
   906   0.184794E+04   0.257534E+02   0.134505E-03   0.654772E+02   0.785340E-08   0.677776E-05   0.425681E-06
   907   0.183513E+04   0.260786E+02   0.134140E-03   0.657280E+02   0.783976E-08   0.670155E-05   0.434014E-06
   908   0.182241E+04   0.264054E+02   0.133775E-03   0.659427E+02   0.782616E-08   0.664772E-05   0.441531E-06
   909   0.180962E+04   0.267333E+02   0.133406E-03   0.661129E+02   0.781259E-08   0.660823E-05   0.450206E-06
   910   0.179685E+04   0.270631E+02   0.133027E-03   0.662563E+02   0.779906E-08   0.655926E-05   0.456418E-06
   911   0.178402E+04   0.273922E+02   0.132660E-03   0.663663E+02   0.778556E-08   0.652156E-05   0.460280E-06
   912   0.177128E+04   0.277210E+02   0.132266E-03   0.664514E+02   0.777209E-08   0.648197E-05   0.465996E-06
   913   0.175854E+04   0.280485E+02   0.131892E-03   0.664939E+02   0.775866E-08   0.645327E-05   0.469683E-06
   914   0.174590E+04   0.283771E+02   0.131480E-03   0.665004E+02   0.774527E-08   0.636634E-05   0.472433E-06
   915   0.173322E+04   0.287059E+02   0.131102E-03   0.664636E+02   0.773191E-08   0.634204E-05   0.478333E-06
   916   0.172057E+04   0.290358E+02   0.130682E-03   0.664008E+02   0.771859E-08   0.626631E-05   0.484456E-06
   917   0.170790E+04   0.293640E+02   0.130300E-03   0.663053E+02   0.770530E-08   0.620057E-05   0.489420E-06
   918   0.169532E+04   0.296913E+02   0.129874E-03   0.661850E+02   0.769204E-08   0.615204E-05   0.498153E-06
   919   0.168278E+04   0.300163E+02   0.129481E-03   0.660230E+02   0.767882E-08   0.608723E-05   0.506028E-06
   920   0.167034E+04   0.303417E+02   0.129047E-03   0.658258E+02   0.766563E-08   0.602984E-05   0.512156E-06
   921   0.165790E+04   0.306665E+02   0.128642E-03   0.655862E+02   0.765248E-08   0.598356E-05   0.519388E-06
   922   0.164550E+04   0.309916E+02   0.128211E-03   0.653211E+02   0.763936E-08   0.596164E-05   0.525486E-06
   923   0.163310E+04   0.313143E+02   0.127797E-03   0.650242E+02   0.762627E-08   0.589030E-05   0.528909E-06
   924   0.162081E+04   0.316353E+02   0.127368E-03   0.647036E+02   0.761322E-08   0.587030E-05   0.532808E-06
   925   0.160858E+04   0.319531E+02   0.126940E-03   0.643437E+02   0.760020E-08   0.581308E-05   0.536919E-06
   926   0.159647E+04   0.322703E+02   0.126511E-03   0.639496E+02   0.758721E-08   0.577122E-05   0.539166E-06
   927   0.158438E+04   0.325860E+02   0.126071E-03   0.635142E+02   0.757426E-08   0.570480E-05   0.542877E-06
   928   0.157235E+04   0.329016E+02   0.125646E-03   0.630531E+02   0.756133E-08   0.565529E-05   0.548483E-06
   929   0.156035E+04   0.332140E+02   0.125199E-03   0.625616E+02   0.754845E-08   0.558400E-05   0.553144E-06
   930   0.154845E+04   0.335242E+02   0.124779E-03   0.620484E+02   0.753559E-08   0.551908E-05   0.558558E-06
   931   0.153663E+04   0.338301E+02   0.124324E-03   0.614996E+02   0.752276E-08   0.548052E-05   0.566185E-06
   932   0.152495E+04   0.341345E+02   0.123902E-03   0.609188E+02   0.750997E-08   0.540599E-05   0.572116E-06
   933   0.151333E+04   0.344364E+02   0.123442E-03   0.602979E+02   0.749721E-08   0.536363E-05   0.576522E-06
   934   0.150179E+04   0.347375E+02   0.123019E-03   0.596506E+02   0.748448E-08   0.531628E-05   0.583237E-06
   935   0.149029E+04   0.350353E+02   0.122563E-03   0.589742E+02   0.747179E-08   0.528325E-05   0.586718E-06
   936   0.147889E+04   0.353303E+02   0.122140E-03   0.582785E+02   0.745913E-08   0.522096E-05   0.588354E-06
   937   0.146759E+04   0.356202E+02   0.121687E-03   0.575522E+02   0.744649E-08   0.520252E-05   0.592558E-06
   938   0.145645E+04   0.359074E+02   0.121258E-03   0.567977E+02   0.743389E-08   0.514605E-05   0.595041E-06
   939   0.144539E+04   0.361910E+02   0.120809E-03   0.560051E+02   0.742133E-08   0.508874E-05   0.595175E-06
   940   0.143444E+04   0.364732E+02   0.120374E-03   0.551854E+02   0.740879E-08   0.505173E-05   0.600261E-06
   941   0.142355E+04   0.367519E+02   0.119936E-03   0.543371E+02   0.739629E-08   0.498447E-05   0.604078E-06
   942   0.141276E+04   0.370276E+02   0.119499E-03   0.534712E+02   0.738381E-08   0.492389E-05   0.606477E-06
   943   0.140208E+04   0.372977E+02   0.119071E-03   0.525802E+02   0.737137E-08   0.486631E-05   0.612843E-06
   944   0.139155E+04   0.375639E+02   0.118630E-03   0.516662E+02   0.735896E-08   0.482729E-05   0.618446E-06
   945   0.138114E+04   0.378252E+02   0.118209E-03   0.507186E+02   0.734658E-08   0.475001E-05   0.621868E-06
   946   0.137088E+04   0.380843E+02   0.117765E-03   0.497438E+02   0.733423E-08   0.472413E-05   0.627417E-06
   947   0.136069E+04   0.383395E+02   0.117352E-03   0.487401E+02   0.732192E-08   0.466957E-05   0.632283E-06
   948   0.135062E+04   0.385918E+02   0.116913E-03   0.477186E+02   0.730963E-08   0.462173E-05   0.634014E-06
   949   0.134064E+04   0.388385E+02   0.116508E-03   0.466766E+02   0.729738E-08   0.458845E-05   0.636868E-06
   950   0.133081E+04   0.390805E+02   0.116075E-03   0.456176E+02   0.728516E-08   0.454807E-05   0.639874E-06
   951   0.132113E+04   0.393163E+02   0.115673E-03   0.445320E+02   0.727296E-08   0.449875E-05   0.640256E-06
   952   0.131160E+04   0.395484E+02   0.115246E-03   0.434220E+02   0.726080E-08   0.443998E-05   0.641712E-06
   953   0.130220E+04   0.397759E+02   0.114846E-03   0.422827E+02   0.724867E-08   0.441300E-05   0.644715E-06
   954   0.129292E+04   0.400006E+02   0.114431E-03   0.411249E+02   0.723656E-08   0.433989E-05   0.646262E-06
   955   0.128374E+04   0.402200E+02   0.114034E-03   0.399469E+02   0.722449E-08   0.429559E-05   0.648060E-06
   956   0.127470E+04   0.404348E+02   0.113635E-03   0.387576E+02   0.721245E-08   0.423426E-05   0.653216E-06
   957   0.126579E+04   0.406425E+02   0.113240E-03   0.375489E+02   0.720043E-08   0.418472E-05   0.656091E-06
   958   0.125707E+04   0.408451E+02   0.112853E-03   0.363233E+02   0.718845E-08   0.412384E-05   0.658567E-06
   959   0.124849E+04   0.410417E+02   0.112459E-03   0.350719E+02   0.717650E-08   0.408980E-05   0.664055E-06
   960   0.124007E+04   0.412348E+02   0.112084E-03   0.338010E+02   0.716457E-08   0.403861E-05   0.667194E-06
   961   0.123176E+04   0.414227E+02   0.111694E-03   0.325085E+02   0.715268E-08   0.397898E-05   0.667764E-06
   962   0.122359E+04   0.416066E+02   0.111334E-03   0.312051E+02   0.714081E-08   0.396286E-05   0.672161E-06
   963   0.121554E+04   0.417837E+02   0.110952E-03   0.298878E+02   0.712898E-08   0.390973E-05   0.673680E-06
   964   0.120765E+04   0.419551E+02   0.110603E-03   0.285615E+02   0.711717E-08   0.387024E-05   0.672220E-06
   965   0.119993E+04   0.421190E+02   0.110230E-03   0.272180E+02   0.710540E-08   0.382944E-05   0.675276E-06
   966   0.119238E+04   0.422778E+02   0.109888E-03   0.258590E+02   0.709365E-08   0.379500E-05   0.676093E-06
   967   0.118499E+04   0.424306E+02   0.109525E-03   0.244790E+02   0.708193E-08   0.372997E-05   0.674643E-06
   968   0.117774E+04   0.425795E+02   0.109190E-03   0.230856E+02   0.707024E-08   0.370032E-05   0.677289E-06
   969   0.117063E+04   0.427238E+02   0.108842E-03   0.216818E+02   0.705858E-08   0.365400E-05   0.679457E-06
   970   0.116365E+04   0.428603E+02   0.108513E-03   0.202653E+02   0.704694E-08   0.358643E-05   0.679198E-06
   971   0.115683E+04   0.429920E+02   0.108181E-03   0.188465E+02   0.703534E-08   0.355023E-05   0.682525E-06
   972   0.115016E+04   0.431145E+02   0.107858E-03   0.174150E+02   0.702376E-08   0.349800E-05   0.685666E-06
   973   0.114368E+04   0.432322E+02   0.107541E-03   0.159760E+02   0.701222E-08   0.345101E-05   0.686593E-06
   974   0.113735E+04   0.433419E+02   0.107222E-03   0.145193E+02   0.700070E-08   0.339765E-05   0.689218E-06
   975   0.113120E+04   0.434482E+02   0.106919E-03   0.130537E+02   0.698921E-08   0.337084E-05   0.692426E-06
   976   0.112519E+04   0.435474E+02   0.106606E-03   0.115742E+02   0.697775E-08   0.331159E-05   0.692692E-06
   977   0.111932E+04   0.436428E+02   0.106318E-03   0.100925E+02   0.696632E-08   0.328338E-05   0.693508E-06
   978   0.111359E+04   0.437300E+02   0.106013E-03   0.860445E+01   0.695492E-08   0.324457E-05   0.695627E-06
   979   0.110803E+04   0.438119E+02   0.105738E-03   0.711727E+01   0.694355E-08   0.319949E-05   0.694916E-06
   980   0.110262E+04   0.438846E+02   0.105444E-03   0.562251E+01   0.693220E-08   0.315711E-05   0.693783E-06
   981   0.109740E+04   0.439521E+02   0.105178E-03   0.412446E+01   0.692088E-08   0.312270E-05   0.695424E-06
   982   0.109234E+04   0.440114E+02   0.104894E-03   0.261512E+01   0.690959E-08   0.308457E-05   0.694300E-06
   983   0.108745E+04   0.440670E+02   0.104636E-03   0.110099E+01   0.689832E-08   0.302400E-05   0.692625E-06
   984   0.108271E+04   0.441153E+02   0.104364E-03  -0.420759E+00   0.688708E-08   0.299986E-05   0.694570E-06
   985   0.107811E+04   0.441597E+02   0.104113E-03  -0.194143E+01   0.687587E-08   0.294293E-05   0.694623E-06
   986   0.107365E+04   0.441959E+02   0.103856E-03  -0.346354E+01   0.686469E-08   0.289846E-05   0.692531E-06
   987   0.106936E+04   0.442268E+02   0.103612E-03  -0.498066E+01   0.685353E-08   0.285959E-05   0.695900E-06
   988   0.106522E+04   0.442484E+02   0.103369E-03  -0.649854E+01   0.684241E-08   0.281995E-05   0.696484E-06
   989   0.106126E+04   0.442646E+02   0.103129E-03  -0.801479E+01   0.683130E-08   0.276475E-05   0.694890E-06
   990   0.105746E+04   0.442723E+02   0.102899E-03  -0.953515E+01   0.682023E-08   0.273628E-05   0.697894E-06
   991   0.105383E+04   0.442758E+02   0.102665E-03  -0.110560E+02   0.680918E-08   0.269983E-05   0.698950E-06
   992   0.105035E+04   0.442719E+02   0.102446E-03  -0.125800E+02   0.679816E-08   0.264499E-05   0.696903E-06
   993   0.104702E+04   0.442642E+02   0.102218E-03  -0.141004E+02   0.678717E-08   0.262254E-05   0.698816E-06
   994   0.104383E+04   0.442489E+02   0.102011E-03  -0.156177E+02   0.677620E-08   0.257883E-05   0.699138E-06
   995   0.104078E+04   0.442286E+02   0.101790E-03  -0.171269E+02   0.676526E-08   0.254558E-05   0.696589E-06
   996   0.103789E+04   0.441995E+02   0.101592E-03  -0.186302E+02   0.675434E-08   0.250419E-05   0.696830E-06
   997   0.103515E+04   0.441647E+02   0.101380E-03  -0.201258E+02   0.674346E-08   0.247869E-05   0.696755E-06
   998   0.103258E+04   0.441212E+02   0.101188E-03  -0.216181E+02   0.673260E-08   0.242858E-05   0.693915E-06
   999   0.103017E+04   0.440727E+02   0.100985E-03  -0.231055E+02   0.672177E-08   0.239398E-05   0.693078E-06
  1000   0.102791E+04   0.440168E+02   0.100798E-03  -0.245905E+02   0.671096E-08   0.236488E-05   0.693068E-06
  1001   0.102580E+04   0.439568E+02   0.100604E-03  -0.260701E+02   0.670018E-08   0.231880E-05   0.690658E-06
  1002   0.102383E+04   0.438898E+02   0.100421E-03  -0.275440E+02   0.668943E-08   0.228406E-05   0.689191E-06
  1003   0.102200E+04   0.438187E+02   0.100236E-03  -0.290079E+02   0.667870E-08   0.224169E-05   0.690015E-06
  1004   0.102030E+04   0.437399E+02   0.100058E-03  -0.304614E+02   0.666800E-08   0.221076E-05   0.688029E-06
  1005   0.101875E+04   0.436558E+02   0.998812E-04  -0.319024E+02   0.665732E-08   0.216013E-05   0.686443E-06
  1006   0.101734E+04   0.435634E+02   0.997074E-04  -0.333316E+02   0.664667E-08   0.213627E-05   0.687524E-06
  1007   0.101608E+04   0.434655E+02   0.995376E-04  -0.347496E+02   0.663605E-08   0.208746E-05   0.686370E-06
  1008   0.101496E+04   0.433596E+02   0.993672E-04  -0.361580E+02   0.662545E-08   0.205253E-05   0.683750E-06
  1009   0.101399E+04   0.432489E+02   0.992032E-04  -0.375568E+02   0.661488E-08   0.202180E-05   0.685311E-06
  1010   0.101316E+04   0.431314E+02   0.990359E-04  -0.389463E+02   0.660433E-08   0.198733E-05   0.683898E-06
  1011   0.101247E+04   0.430100E+02   0.988770E-04  -0.403254E+02   0.659381E-08   0.194864E-05   0.680483E-06
